date,game_pk,away,home,home_sp,away_sp,mu,sigma,p_home,mkt_home,mkt_away,edge,verdict,narrative_shift,mu_narrative,sigma_narrative,p_home_narrative,edge_narrative,verdict_narrative,note,run_ts,result,sp_unknown,run_line,p_home_cover,p_away_cover,price_age_min,mu_total,p_over_7.5,p_over_8.5,p_over_9.5,total_edge,total_call
2026-08-29,823177,AZ,SF,Matt Wilkinson,Merrill Kelly,0.09,4.432,0.509,0.49,0.52,0.001,CAUTIOUS &mdash; small edge on SF,0.0,0.09,4.432,0.509,0.001,CAUTIOUS &mdash; small edge on SF,,2026-08-29T19:31:53+00:00,-6.0,False,1.5,0.375,0.36,0.0,8.64,0.557,0.462,0.374,0.011,no edge (best UNDER 8.5)
2026-08-29,823582,HOU,NYM,Nolan McLean,Bennett Sousa,0.26,4.432,0.526,0.59,0.42,0.037,CAUTIOUS &mdash; small edge on HOU,0.0,0.26,4.432,0.526,0.037,CAUTIOUS &mdash; small edge on HOU,,2026-08-29T19:31:53+00:00,4.0,False,1.5,0.39,0.345,0.0,8.43,0.538,0.442,0.354,0.001,no edge (best UNDER 8.5)
2026-08-29,823741,TEX,MIL,Shane Drohan,Cal Quantrill,1.37,4.432,0.635,0.61,0.4,0.008,CAUTIOUS &mdash; small edge on MIL,0.0,1.37,4.432,0.635,0.008,CAUTIOUS &mdash; small edge on MIL,,2026-08-29T19:31:53+00:00,2.0,False,1.5,0.489,0.258,0.0,8.4,0.535,0.439,0.352,0.014,no edge (best UNDER 8.5)
2026-08-29,823986,PHI,LAA,Ryan Johnson,Cristopher Sánchez,-1.23,4.432,0.379,0.32,0.69,0.043,HIGH VALUE &mdash; LAA,0.0,-1.23,4.432,0.379,0.043,HIGH VALUE &mdash; LAA,,2026-08-29T19:31:53+00:00,,False,1.5,0.269,0.476,0.0,8.59,0.552,0.457,0.369,-0.005,no edge (best OVER 7.5)
2026-08-29,824392,KC,CLE,Foster Griffin,Daniel Lynch IV,1.0,4.432,0.599,0.61,0.4,-0.016,NO VALUE at current price,0.0,1.0,4.432,0.599,-0.016,NO VALUE at current price,,2026-08-29T19:31:53+00:00,-5.0,False,1.5,0.455,0.286,0.0,8.34,0.53,0.434,0.346,-0.001,no edge (best UNDER 8.5)
2026-08-29,824874,COL,ATL,Martín Pérez,Zach Agnos,1.26,4.432,0.624,0.68,0.33,0.03,CAUTIOUS &mdash; small edge on COL,0.0,1.26,4.432,0.624,0.03,CAUTIOUS &mdash; small edge on COL,,2026-08-29T19:31:53+00:00,1.0,False,1.5,0.479,0.267,0.0,9.18,0.603,0.51,0.422,0.003,no edge (best UNDER 8.5)
2026-08-29,824961,BAL,ATH,Jack Perkins,Shane Baz,-1.44,4.432,0.359,0.44,0.58,0.044,HIGH VALUE &mdash; BAL,0.0,-1.44,4.432,0.359,0.044,HIGH VALUE &mdash; BAL,,2026-08-29T19:31:53+00:00,,False,1.5,0.254,0.494,0.0,9.26,0.61,0.517,0.429,0.097,UNDER 8.5
2026-08-29,823176,AZ,SF,,Mitch Bratt,-0.07,4.876,0.494,0.47,0.54,0.006,CAUTIOUS &mdash; small edge on SF,0.0,-0.07,4.876,0.494,0.006,CAUTIOUS &mdash; small edge on SF,,2026-08-29T19:31:53+00:00,,True,1.5,0.374,0.384,0.0,8.12,0.509,0.413,0.326,0.01,no edge (best UNDER 8.5)
2026-08-29,823501,BOS,NYY,Max Fried,,-0.11,4.876,0.49,0.57,0.44,0.053,HIGH VALUE &mdash; BOS,0.0,-0.11,4.876,0.49,0.053,HIGH VALUE &mdash; BOS,,2026-08-29T19:31:53+00:00,7.0,True,1.5,0.37,0.388,0.0,7.63,0.461,0.365,0.282,0.048,UNDER 8.5
2026-08-29,822690,MIA,WSH,Cade Cavalli,Sandy Alcantara,-0.07,4.432,0.493,0.5,0.51,-0.021,NO VALUE at current price,0.0,-0.07,4.432,0.493,-0.021,NO VALUE at current price,,2026-08-29T19:37:29+00:00,1.0,False,1.5,0.362,0.373,0.0,9.0,0.588,0.494,0.406,0.04,OVER 9.5
2026-08-29,822770,SEA,TOR,José Soriano,Kade Anderson,0.48,4.432,0.548,0.51,0.5,0.02,CAUTIOUS &mdash; small edge on TOR,0.0,0.48,4.432,0.548,0.02,CAUTIOUS &mdash; small edge on TOR,,2026-08-29T19:37:29+00:00,1.0,False,1.5,0.409,0.327,0.0,8.48,0.543,0.447,0.359,0.016,no edge (best OVER 7.5)
2026-08-29,822936,SD,TB,Nick Martinez,Walker Buehler,0.15,4.432,0.515,0.56,0.46,0.007,CAUTIOUS &mdash; small edge on SD,0.0,0.15,4.432,0.515,0.007,CAUTIOUS &mdash; small edge on SD,,2026-08-29T19:37:29+00:00,1.0,False,1.5,0.381,0.354,0.0,8.51,0.546,0.45,0.362,-0.001,no edge (best OVER 7.5)
2026-08-29,823177,AZ,SF,Matt Wilkinson,Merrill Kelly,0.09,4.432,0.509,0.49,0.52,0.001,CAUTIOUS &mdash; small edge on SF,0.0,0.09,4.432,0.509,0.001,CAUTIOUS &mdash; small edge on SF,,2026-08-29T19:37:29+00:00,-6.0,False,1.5,0.375,0.36,0.0,8.64,0.557,0.462,0.374,0.011,no edge (best UNDER 8.5)
2026-08-29,823582,HOU,NYM,Nolan McLean,Bennett Sousa,0.26,4.432,0.526,0.59,0.42,0.037,CAUTIOUS &mdash; small edge on HOU,0.0,0.26,4.432,0.526,0.037,CAUTIOUS &mdash; small edge on HOU,,2026-08-29T19:37:29+00:00,4.0,False,1.5,0.39,0.345,0.0,8.43,0.538,0.442,0.354,0.001,no edge (best UNDER 8.5)
2026-08-29,823741,TEX,MIL,Shane Drohan,Cal Quantrill,1.37,4.432,0.635,0.61,0.4,0.008,CAUTIOUS &mdash; small edge on MIL,0.0,1.37,4.432,0.635,0.008,CAUTIOUS &mdash; small edge on MIL,,2026-08-29T19:37:29+00:00,2.0,False,1.5,0.489,0.258,0.0,8.4,0.535,0.439,0.352,0.014,no edge (best UNDER 8.5)
2026-08-29,823986,PHI,LAA,Ryan Johnson,Cristopher Sánchez,-1.23,4.432,0.379,0.32,0.69,0.043,HIGH VALUE &mdash; LAA,0.0,-1.23,4.432,0.379,0.043,HIGH VALUE &mdash; LAA,,2026-08-29T19:37:29+00:00,,False,1.5,0.269,0.476,0.0,8.59,0.552,0.457,0.369,-0.005,no edge (best OVER 7.5)
2026-08-29,824392,KC,CLE,Foster Griffin,Daniel Lynch IV,1.0,4.432,0.599,0.61,0.4,-0.016,NO VALUE at current price,0.0,1.0,4.432,0.599,-0.016,NO VALUE at current price,,2026-08-29T19:37:29+00:00,-5.0,False,1.5,0.455,0.286,0.0,8.34,0.53,0.434,0.346,-0.001,no edge (best UNDER 8.5)
2026-08-29,824874,COL,ATL,Martín Pérez,Zach Agnos,1.26,4.432,0.624,0.68,0.33,0.03,CAUTIOUS &mdash; small edge on COL,0.0,1.26,4.432,0.624,0.03,CAUTIOUS &mdash; small edge on COL,,2026-08-29T19:37:29+00:00,1.0,False,1.5,0.479,0.267,0.0,9.18,0.603,0.51,0.422,0.003,no edge (best UNDER 8.5)
2026-08-29,824961,BAL,ATH,Jack Perkins,Shane Baz,-1.44,4.432,0.359,0.44,0.58,0.044,HIGH VALUE &mdash; BAL,0.0,-1.44,4.432,0.359,0.044,HIGH VALUE &mdash; BAL,,2026-08-29T19:37:29+00:00,,False,1.5,0.254,0.494,0.0,9.26,0.61,0.517,0.429,0.097,UNDER 8.5
2026-08-29,823176,AZ,SF,,Mitch Bratt,-0.07,4.876,0.494,0.47,0.54,0.006,CAUTIOUS &mdash; small edge on SF,0.0,-0.07,4.876,0.494,0.006,CAUTIOUS &mdash; small edge on SF,,2026-08-29T19:37:29+00:00,,True,1.5,0.374,0.384,0.0,8.12,0.509,0.413,0.326,0.01,no edge (best UNDER 8.5)
2026-08-29,823501,BOS,NYY,Max Fried,,-0.11,4.876,0.49,0.56,0.44,0.053,HIGH VALUE &mdash; BOS,0.0,-0.11,4.876,0.49,0.053,HIGH VALUE &mdash; BOS,,2026-08-29T19:37:29+00:00,7.0,True,1.5,0.37,0.388,0.0,7.63,0.461,0.365,0.282,0.048,UNDER 8.5
2026-08-29,822690,MIA,WSH,Cade Cavalli,Sandy Alcantara,-0.07,4.432,0.493,0.5,0.51,-0.021,NO VALUE at current price,0.0,-0.07,4.432,0.493,-0.021,NO VALUE at current price,,2026-08-29T19:42:39+00:00,1.0,False,1.5,0.362,0.373,0.0,9.0,0.588,0.494,0.406,0.04,OVER 9.5
2026-08-29,822770,SEA,TOR,José Soriano,Kade Anderson,0.48,4.432,0.548,0.51,0.5,0.02,CAUTIOUS &mdash; small edge on TOR,0.0,0.48,4.432,0.548,0.02,CAUTIOUS &mdash; small edge on TOR,,2026-08-29T19:42:39+00:00,1.0,False,1.5,0.409,0.327,0.0,8.48,0.543,0.447,0.359,0.016,no edge (best OVER 7.5)
2026-08-29,822936,SD,TB,Nick Martinez,Walker Buehler,0.15,4.432,0.515,0.56,0.46,0.007,CAUTIOUS &mdash; small edge on SD,0.0,0.15,4.432,0.515,0.007,CAUTIOUS &mdash; small edge on SD,,2026-08-29T19:42:39+00:00,1.0,False,1.5,0.381,0.354,0.0,8.51,0.546,0.45,0.362,-0.001,no edge (best OVER 7.5)
2026-08-29,823177,AZ,SF,Matt Wilkinson,Merrill Kelly,0.09,4.432,0.509,0.49,0.52,0.001,CAUTIOUS &mdash; small edge on SF,0.0,0.09,4.432,0.509,0.001,CAUTIOUS &mdash; small edge on SF,,2026-08-29T19:42:39+00:00,-6.0,False,1.5,0.375,0.36,0.0,8.64,0.557,0.462,0.374,0.011,no edge (best UNDER 8.5)
2026-08-29,823582,HOU,NYM,Nolan McLean,Bennett Sousa,0.26,4.432,0.526,0.59,0.42,0.037,CAUTIOUS &mdash; small edge on HOU,0.0,0.26,4.432,0.526,0.037,CAUTIOUS &mdash; small edge on HOU,,2026-08-29T19:42:39+00:00,4.0,False,1.5,0.39,0.345,0.0,8.43,0.538,0.442,0.354,0.001,no edge (best UNDER 8.5)
2026-08-29,823741,TEX,MIL,Shane Drohan,Cal Quantrill,1.37,4.432,0.635,0.61,0.4,0.008,CAUTIOUS &mdash; small edge on MIL,0.0,1.37,4.432,0.635,0.008,CAUTIOUS &mdash; small edge on MIL,,2026-08-29T19:42:39+00:00,2.0,False,1.5,0.489,0.258,0.0,8.4,0.535,0.439,0.352,0.014,no edge (best UNDER 8.5)
2026-08-29,823986,PHI,LAA,Ryan Johnson,Cristopher Sánchez,-1.23,4.432,0.379,0.32,0.69,0.043,HIGH VALUE &mdash; LAA,0.0,-1.23,4.432,0.379,0.043,HIGH VALUE &mdash; LAA,,2026-08-29T19:42:39+00:00,,False,1.5,0.269,0.476,0.0,8.59,0.552,0.457,0.369,-0.005,no edge (best OVER 7.5)
2026-08-29,824392,KC,CLE,Foster Griffin,Daniel Lynch IV,1.0,4.432,0.599,0.61,0.4,-0.016,NO VALUE at current price,0.0,1.0,4.432,0.599,-0.016,NO VALUE at current price,,2026-08-29T19:42:39+00:00,-5.0,False,1.5,0.455,0.286,0.0,8.34,0.53,0.434,0.346,-0.001,no edge (best UNDER 8.5)
2026-08-29,824874,COL,ATL,Martín Pérez,Zach Agnos,1.26,4.432,0.624,0.69,0.33,0.03,CAUTIOUS &mdash; small edge on COL,0.0,1.26,4.432,0.624,0.03,CAUTIOUS &mdash; small edge on COL,,2026-08-29T19:42:39+00:00,1.0,False,1.5,0.479,0.267,0.0,9.18,0.603,0.51,0.422,0.003,no edge (best UNDER 8.5)
2026-08-29,824961,BAL,ATH,Jack Perkins,Shane Baz,-1.44,4.432,0.359,0.44,0.58,0.044,HIGH VALUE &mdash; BAL,0.0,-1.44,4.432,0.359,0.044,HIGH VALUE &mdash; BAL,,2026-08-29T19:42:39+00:00,,False,1.5,0.254,0.494,0.0,9.26,0.61,0.517,0.429,0.097,UNDER 8.5
2026-08-29,823176,AZ,SF,,Mitch Bratt,-0.07,4.876,0.494,0.47,0.54,0.006,CAUTIOUS &mdash; small edge on SF,0.0,-0.07,4.876,0.494,0.006,CAUTIOUS &mdash; small edge on SF,,2026-08-29T19:42:39+00:00,,True,1.5,0.374,0.384,0.0,8.12,0.509,0.413,0.326,0.01,no edge (best UNDER 8.5)
2026-08-29,823501,BOS,NYY,Max Fried,,-0.11,4.876,0.49,0.56,0.45,0.043,HIGH VALUE &mdash; BOS,0.0,-0.11,4.876,0.49,0.043,HIGH VALUE &mdash; BOS,,2026-08-29T19:42:39+00:00,7.0,True,1.5,0.37,0.388,0.0,7.63,0.461,0.365,0.282,0.038,no edge (best UNDER 8.5)
2026-08-29,823986,PHI,LAA,Ryan Johnson,Cristopher Sánchez,-1.24,4.432,0.378,0.32,0.69,0.043,HIGH VALUE &mdash; LAA,0.0,-1.24,4.432,0.378,0.043,HIGH VALUE &mdash; LAA,,2026-08-29T23:30:12+00:00,,False,1.5,0.269,0.476,0.0,8.59,0.553,0.457,0.369,-0.004,no edge (best OVER 7.5)
2026-08-29,824961,BAL,ATH,Jack Perkins,Shane Baz,-1.43,4.432,0.36,0.43,0.58,0.043,HIGH VALUE &mdash; BAL,0.0,-1.43,4.432,0.36,0.043,HIGH VALUE &mdash; BAL,,2026-08-29T23:30:12+00:00,,False,1.5,0.254,0.494,0.0,9.26,0.61,0.517,0.429,0.097,UNDER 8.5
2026-08-29,823176,AZ,SF,Yunior Marte,Mitch Bratt,-0.06,4.432,0.494,0.47,0.55,0.006,CAUTIOUS &mdash; small edge on SF,0.0,-0.06,4.432,0.494,0.006,CAUTIOUS &mdash; small edge on SF,,2026-08-29T23:30:12+00:00,,False,1.5,0.362,0.373,0.0,8.1,0.507,0.411,0.325,0.012,no edge (best UNDER 8.5)
2026-08-30,822688,MIA,WSH,Andrew Alvarez,Janson Junk,-0.03,4.433,0.497,0.49,0.52,-0.01,NO VALUE at current price,0.0,-0.03,4.433,0.497,-0.01,NO VALUE at current price,,2026-08-30T02:29:04+00:00,,False,1.5,0.365,0.37,0.0,9.2,0.604,0.511,0.423,0.012,no edge (best UNDER 8.5)
2026-08-30,822766,SEA,TOR,Max Scherzer,Logan Gilbert,-0.12,4.433,0.488,0.46,0.55,0.011,CAUTIOUS &mdash; small edge on TOR,0.0,-0.12,4.433,0.488,0.011,CAUTIOUS &mdash; small edge on TOR,,2026-08-30T02:29:04+00:00,,False,1.5,0.358,0.378,0.0,8.8,0.571,0.476,0.388,0.014,no edge (best OVER 7.5)
2026-08-30,822933,SD,TB,Drew Rasmussen,Robbie Ray,0.42,4.433,0.542,0.62,0.4,0.041,HIGH VALUE &mdash; SD,0.0,0.42,4.433,0.542,0.041,HIGH VALUE &mdash; SD,,2026-08-30T02:29:04+00:00,,False,1.5,0.404,0.332,0.0,8.16,0.513,0.417,0.33,0.036,no edge (best OVER 9.5)
2026-08-30,823010,PIT,STL,Matthew Liberatore,Braxton Ashcraft,-0.21,4.433,0.479,0.49,0.52,-0.017,NO VALUE at current price,0.0,-0.21,4.433,0.479,-0.017,NO VALUE at current price,,2026-08-30T02:29:04+00:00,,False,1.5,0.35,0.385,0.0,8.45,0.54,0.444,0.356,-0.007,no edge (best OVER 7.5)
2026-08-30,823502,BOS,NYY,Will Warren,Ranger Suarez,-0.29,4.433,0.471,0.5,0.52,-0.009,NO VALUE at current price,0.0,-0.29,4.433,0.471,-0.009,NO VALUE at current price,,2026-08-30T02:29:04+00:00,,False,1.5,0.344,0.392,0.0,8.17,0.514,0.417,0.331,0.026,no edge (best UNDER 8.5)
2026-08-30,823580,HOU,NYM,Zac Thornton,Ethan Pecko,0.38,4.433,0.538,0.53,0.48,-0.01,NO VALUE at current price,0.0,0.38,4.433,0.538,-0.01,NO VALUE at current price,,2026-08-30T02:29:04+00:00,,False,1.5,0.4,0.336,0.0,8.51,0.546,0.45,0.362,0.068,UNDER 7.5
2026-08-30,823662,CWS,MIN,Zebby Matthews,Jordan Hicks,-0.4,4.433,0.46,0.52,0.49,0.032,CAUTIOUS &mdash; small edge on CWS,0.0,-0.4,4.433,0.46,0.032,CAUTIOUS &mdash; small edge on CWS,,2026-08-30T02:29:04+00:00,,False,1.5,0.334,0.402,0.0,9.14,0.6,0.506,0.418,,
2026-08-30,823740,TEX,MIL,Dustin May,Kumar Rocker,1.78,4.433,0.672,0.62,0.39,0.035,CAUTIOUS &mdash; small edge on MIL,0.0,1.78,4.433,0.672,0.035,CAUTIOUS &mdash; small edge on MIL,,2026-08-30T02:29:04+00:00,,False,1.5,0.525,0.23,0.0,8.37,0.532,0.436,0.349,0.047,UNDER 8.5
2026-08-30,823987,PHI,LAA,Yusei Kikuchi,Zack Wheeler,-0.83,4.433,0.417,0.37,0.64,0.031,CAUTIOUS &mdash; small edge on LAA,0.0,-0.83,4.433,0.417,0.031,CAUTIOUS &mdash; small edge on LAA,,2026-08-30T02:29:04+00:00,,False,1.5,0.299,0.44,0.0,8.55,0.549,0.453,0.366,-0.0,no edge (best UNDER 8.5)
2026-08-30,824232,LAD,DET,Framber Valdez,Tyler Glasnow,-0.51,4.433,0.449,0.41,0.6,0.022,CAUTIOUS &mdash; small edge on DET,0.0,-0.51,4.433,0.449,0.022,CAUTIOUS &mdash; small edge on DET,,2026-08-30T02:29:04+00:00,,False,1.5,0.325,0.412,0.0,8.29,0.526,0.429,0.342,0.019,no edge (best OVER 7.5)
2026-08-30,824393,KC,CLE,Parker Messick,Seth Lugo,0.82,4.433,0.582,0.63,0.38,0.022,CAUTIOUS &mdash; small edge on KC,0.0,0.82,4.433,0.582,0.022,CAUTIOUS &mdash; small edge on KC,,2026-08-30T02:29:04+00:00,,False,1.5,0.439,0.3,0.0,7.98,0.495,0.399,0.313,-0.006,no edge (best UNDER 8.5)
2026-08-30,824636,CIN,CHC,Shota Imanaga,Chase Burns,0.94,4.433,0.593,0.56,0.44,0.016,CAUTIOUS &mdash; small edge on CHC,0.0,0.94,4.433,0.593,0.016,CAUTIOUS &mdash; small edge on CHC,,2026-08-30T02:29:04+00:00,,False,1.5,0.45,0.291,0.0,8.77,0.568,0.473,0.385,0.05,UNDER 8.5
2026-08-30,824876,COL,ATL,Tyler Mahle,Mason Adams,1.36,4.433,0.633,0.68,0.33,0.021,CAUTIOUS &mdash; small edge on COL,0.0,1.36,4.433,0.633,0.021,CAUTIOUS &mdash; small edge on COL,,2026-08-30T02:29:04+00:00,,False,1.5,0.487,0.259,0.0,8.73,0.565,0.47,0.381,0.013,no edge (best UNDER 8.5)
2026-08-30,824959,BAL,ATH,,Chris Bassitt,-0.83,4.876,0.425,0.41,0.59,-0.002,NO VALUE at current price,0.0,-0.83,4.876,0.425,-0.002,NO VALUE at current price,,2026-08-30T02:29:04+00:00,,True,1.5,0.317,0.445,0.0,9.54,0.631,0.54,0.453,0.104,UNDER 8.5
