date,home,away,g1_home,g1_away,g2_home,g2_away,g1_total,g2_total
2020-09-14,CIN,PIT,3.0,1.0,9.0,4.0,4.0,13.0
2020-09-14,MIL,STL,2.0,1.0,2.0,3.0,3.0,5.0
2020-09-14,SEA,ATH,6.0,5.0,0.0,9.0,11.0,9.0
2020-09-16,MIL,STL,2.0,4.0,6.0,0.0,6.0,6.0
2020-09-18,MIA,WSH,0.0,5.0,14.0,3.0,5.0,17.0
2020-09-20,MIA,WSH,2.0,1.0,0.0,15.0,3.0,15.0
2020-09-22,WSH,PHI,5.0,1.0,8.0,7.0,6.0,15.0
2020-09-25,AZ,COL,4.0,0.0,11.0,5.0,4.0,16.0
2020-09-26,WSH,NYM,4.0,3.0,5.0,3.0,7.0,8.0
2021-04-07,WSH,ATL,6.0,7.0,0.0,2.0,13.0,2.0
2021-04-13,BAL,SEA,3.0,4.0,7.0,6.0,7.0,13.0
2021-04-13,NYM,PHI,4.0,3.0,4.0,0.0,7.0,4.0
2021-04-14,MIN,BOS,2.0,3.0,1.0,7.0,5.0,8.0
2021-04-15,BAL,SEA,2.0,4.0,1.0,2.0,6.0,3.0
2021-04-17,COL,NYM,3.0,4.0,7.0,2.0,7.0,9.0
2021-04-17,KC,TOR,1.0,5.0,3.0,2.0,6.0,5.0
2021-04-18,BOS,CWS,2.0,3.0,1.0,5.0,5.0,6.0
2021-04-20,ATH,MIN,7.0,0.0,1.0,0.0,7.0,1.0
2021-04-21,CIN,AZ,4.0,5.0,5.0,8.0,9.0,13.0
2021-04-21,DET,PIT,2.0,3.0,5.0,2.0,5.0,7.0
2021-04-25,ATL,AZ,0.0,5.0,0.0,7.0,5.0,7.0
2021-04-29,CWS,DET,3.0,1.0,11.0,0.0,4.0,11.0
2021-05-04,CHC,LAD,7.0,1.0,4.0,3.0,8.0,7.0
2021-05-04,COL,SF,4.0,12.0,8.0,6.0,16.0,14.0
2021-05-05,STL,NYM,4.0,1.0,2.0,7.0,5.0,9.0
2021-05-12,COL,SD,3.0,5.0,3.0,2.0,8.0,5.0
2021-05-14,CWS,KC,2.0,6.0,3.0,1.0,8.0,4.0
2021-05-20,LAA,MIN,7.0,1.0,3.0,6.0,8.0,9.0
2021-05-27,NYM,COL,1.0,0.0,4.0,2.0,1.0,6.0
2021-05-27,NYY,TOR,0.0,2.0,5.0,3.0,2.0,8.0
2021-05-27,WSH,CIN,5.0,3.0,0.0,3.0,8.0,3.0
2021-05-29,CWS,BAL,7.0,4.0,3.0,1.0,11.0,4.0
2021-05-29,PIT,COL,7.0,0.0,4.0,0.0,7.0,4.0
2021-05-29,WSH,MIL,1.0,4.0,2.0,6.0,5.0,8.0
2021-05-30,CLE,TOR,1.0,4.0,6.0,5.0,5.0,11.0
2021-05-31,CLE,CWS,6.0,8.0,3.0,1.0,14.0,4.0
2021-06-12,WSH,SF,2.0,0.0,1.0,2.0,2.0,3.0
2021-06-19,WSH,NYM,1.0,5.0,6.0,2.0,6.0,8.0
2021-06-20,ATL,STL,1.0,9.0,1.0,0.0,10.0,1.0
2021-06-21,NYM,ATL,4.0,2.0,0.0,1.0,6.0,1.0
2021-06-25,NYM,PHI,2.0,1.0,1.0,2.0,3.0,3.0
2021-06-26,DET,HOU,3.0,1.0,2.0,3.0,4.0,5.0
2021-06-27,CWS,SEA,7.0,5.0,2.0,3.0,12.0,5.0
2021-06-30,CLE,DET,4.0,9.0,1.0,7.0,13.0,8.0
2021-07-04,NYY,NYM,5.0,10.0,4.0,2.0,15.0,6.0
2021-07-07,NYM,MIL,4.0,3.0,0.0,5.0,7.0,5.0
2021-07-07,TB,CLE,8.0,1.0,4.0,0.0,9.0,4.0
2021-07-10,NYM,PIT,2.0,6.0,4.0,2.0,8.0,6.0
2021-07-16,PHI,MIA,5.0,2.0,0.0,7.0,7.0,7.0
2021-07-17,DET,MIN,1.0,0.0,5.0,4.0,1.0,9.0
2021-07-18,PHI,MIA,7.0,4.0,4.0,2.0,11.0,6.0
2021-07-18,TOR,TEX,5.0,0.0,10.0,0.0,5.0,10.0
2021-07-18,WSH,SD,4.0,10.0,8.0,7.0,14.0,15.0
2021-07-19,CWS,MIN,2.0,3.0,5.0,3.0,5.0,8.0
2021-07-26,NYM,ATL,0.0,2.0,1.0,0.0,2.0,1.0
2021-07-28,BOS,TOR,1.0,4.0,4.0,1.0,5.0,5.0
2021-07-29,PHI,WSH,1.0,3.0,11.0,8.0,4.0,19.0
2021-08-07,TOR,BOS,1.0,0.0,1.0,2.0,1.0,3.0
2021-08-10,CHC,MIL,2.0,4.0,3.0,6.0,6.0,9.0
2021-08-12,NYM,WSH,4.0,1.0,5.0,4.0,5.0,9.0
2021-08-14,PIT,MIL,14.0,4.0,0.0,6.0,18.0,6.0
2021-08-17,NYY,BOS,5.0,3.0,2.0,0.0,8.0,2.0
2021-08-25,CHC,COL,5.0,2.0,10.0,13.0,7.0,23.0
2021-08-31,NYM,MIA,6.0,5.0,3.0,1.0,11.0,4.0
2021-09-01,CIN,STL,4.0,5.0,12.0,2.0,9.0,14.0
2021-09-04,WSH,NYM,9.0,11.0,4.0,3.0,20.0,7.0
2021-09-11,BAL,TOR,10.0,11.0,2.0,11.0,21.0,13.0
2021-09-14,MIN,CLE,1.0,3.0,6.0,3.0,4.0,9.0
2021-09-20,CLE,KC,2.0,7.0,2.0,4.0,9.0,6.0
2021-09-23,CLE,CWS,2.0,7.0,5.0,3.0,9.0,8.0
2021-09-24,CHC,STL,5.0,8.0,4.0,12.0,13.0,16.0
2021-09-28,NYM,MIA,5.0,2.0,2.0,1.0,7.0,3.0
2022-04-19,NYM,SF,5.0,4.0,3.0,1.0,9.0,4.0
2022-04-19,WSH,AZ,6.0,1.0,1.0,0.0,7.0,1.0
2022-04-20,CLE,CWS,11.0,1.0,2.0,1.0,12.0,3.0
2022-04-23,DET,COL,13.0,0.0,2.0,3.0,13.0,5.0
2022-05-03,NYM,ATL,5.0,4.0,3.0,0.0,9.0,3.0
2022-05-04,CLE,SD,4.0,5.0,6.0,5.0,9.0,11.0
2022-05-04,DET,PIT,3.0,2.0,2.0,7.0,5.0,9.0
2022-05-07,CHC,LAD,0.0,7.0,2.0,6.0,7.0,8.0
2022-05-07,CIN,PIT,9.0,2.0,5.0,8.0,11.0,13.0
2022-05-07,CLE,TOR,3.0,8.0,8.0,2.0,11.0,10.0
2022-05-08,BAL,KC,4.0,6.0,4.0,2.0,10.0,6.0
2022-05-08,NYY,TEX,2.0,1.0,2.0,4.0,3.0,6.0
2022-05-08,PHI,NYM,3.0,2.0,1.0,6.0,5.0,7.0
2022-05-12,MIN,HOU,0.0,5.0,3.0,11.0,5.0,14.0
2022-05-14,ATH,LAA,4.0,3.0,1.0,9.0,7.0,10.0
2022-05-17,KC,CWS,0.0,3.0,2.0,1.0,3.0,3.0
2022-05-17,LAD,AZ,7.0,6.0,12.0,3.0,13.0,15.0
2022-05-17,NYM,STL,3.0,1.0,3.0,4.0,4.0,7.0
2022-05-21,COL,NYM,1.0,5.0,11.0,3.0,6.0,14.0
2022-05-22,NYY,CWS,1.0,3.0,0.0,5.0,4.0,5.0
2022-05-28,BOS,BAL,5.0,3.0,2.0,4.0,8.0,6.0
2022-05-28,WSH,COL,13.0,7.0,2.0,3.0,20.0,5.0
2022-05-30,CHC,MIL,6.0,7.0,1.0,3.0,13.0,4.0
2022-05-31,DET,MIN,2.0,8.0,4.0,0.0,10.0,4.0
2022-06-01,COL,MIA,1.0,14.0,13.0,12.0,15.0,25.0
2022-06-02,NYY,LAA,6.0,1.0,2.0,1.0,7.0,3.0
2022-06-04,CHC,STL,6.0,1.0,4.0,7.0,7.0,11.0
2022-06-07,CLE,TEX,6.0,3.0,3.0,6.0,9.0,9.0
2022-06-11,SD,COL,2.0,1.0,2.0,6.0,3.0,8.0
2022-06-14,STL,PIT,3.0,1.0,9.0,1.0,4.0,10.0
2022-06-17,WSH,PHI,3.0,5.0,7.0,8.0,8.0,15.0
2022-06-18,SEA,LAA,2.0,4.0,0.0,3.0,6.0,3.0
2022-06-28,CLE,MIN,3.0,2.0,0.0,6.0,5.0,6.0
2022-07-02,CLE,NYY,4.0,13.0,1.0,6.0,17.0,7.0
2022-07-02,TOR,TB,2.0,6.0,5.0,11.0,8.0,16.0
2022-07-04,DET,CLE,4.0,1.0,5.0,3.0,5.0,8.0
2022-07-07,CIN,PIT,2.0,4.0,5.0,1.0,6.0,6.0
2022-07-11,KC,DET,3.0,1.0,7.0,3.0,4.0,10.0
2022-07-12,CLE,CWS,4.0,1.0,0.0,7.0,5.0,7.0
2022-07-13,WSH,SEA,4.0,6.0,1.0,2.0,10.0,3.0
2022-07-16,CHC,NYM,1.0,2.0,3.0,4.0,3.0,7.0
2022-07-21,ATH,DET,2.0,7.0,5.0,0.0,9.0,5.0
2022-07-21,HOU,NYY,3.0,2.0,7.0,5.0,5.0,12.0
2022-07-23,CWS,CLE,4.0,7.0,5.0,4.0,11.0,9.0
2022-08-02,SD,COL,13.0,5.0,3.0,2.0,18.0,5.0
2022-08-04,STL,CHC,4.0,3.0,7.0,2.0,7.0,9.0
2022-08-06,NYM,ATL,8.0,5.0,6.0,2.0,13.0,8.0
2022-08-06,SEA,LAA,2.0,1.0,1.0,7.0,3.0,8.0
2022-08-09,KC,CWS,4.0,2.0,2.0,3.0,6.0,5.0
2022-08-13,MIA,ATL,2.0,5.0,2.0,6.0,7.0,8.0
2022-08-15,CLE,DET,4.0,1.0,5.0,7.0,5.0,12.0
2022-08-20,PHI,NYM,2.0,8.0,4.0,1.0,10.0,5.0
2022-08-23,CHC,STL,2.0,0.0,3.0,13.0,2.0,16.0
2022-09-04,CIN,COL,4.0,8.0,10.0,0.0,12.0,10.0
2022-09-05,BAL,TOR,3.0,7.0,4.0,8.0,10.0,12.0
2022-09-07,NYY,MIN,5.0,4.0,7.0,1.0,9.0,8.0
2022-09-07,PIT,NYM,1.0,5.0,0.0,10.0,6.0,10.0
2022-09-08,MIL,SF,2.0,1.0,4.0,2.0,3.0,6.0
2022-09-12,MIA,TEX,2.0,3.0,10.0,6.0,5.0,16.0
2022-09-13,CIN,PIT,1.0,6.0,0.0,1.0,7.0,1.0
2022-09-13,TOR,TB,2.0,4.0,7.0,2.0,6.0,9.0
2022-09-17,CLE,MIN,5.0,1.0,7.0,6.0,6.0,13.0
2022-09-17,STL,CIN,5.0,1.0,1.0,0.0,6.0,1.0
2022-09-20,LAD,AZ,6.0,5.0,2.0,5.0,11.0,7.0
2022-10-01,WSH,PHI,13.0,4.0,2.0,8.0,17.0,10.0
2022-10-04,NYM,WSH,4.0,2.0,8.0,0.0,6.0,8.0
2022-10-04,SEA,DET,7.0,6.0,9.0,6.0,13.0,15.0
2022-10-04,TEX,NYY,4.0,5.0,3.0,2.0,9.0,5.0
2022-10-05,BAL,TOR,5.0,4.0,1.0,5.0,9.0,6.0
2023-04-18,CWS,PHI,4.0,7.0,3.0,0.0,11.0,3.0
2023-04-18,DET,CLE,4.0,3.0,1.0,0.0,7.0,1.0
2023-04-22,CLE,MIA,1.0,6.0,2.0,3.0,7.0,5.0
2023-04-29,DET,BAL,7.0,4.0,4.0,6.0,11.0,10.0
2023-04-29,WSH,PIT,3.0,6.0,1.0,16.0,9.0,17.0
2023-05-01,NYM,ATL,8.0,9.0,5.0,3.0,17.0,8.0
2023-05-03,DET,NYM,6.0,5.0,8.0,1.0,11.0,9.0
2023-05-14,WSH,NYM,2.0,8.0,3.0,2.0,10.0,5.0
2023-05-21,NYM,CLE,5.0,4.0,2.0,1.0,9.0,3.0
2023-06-03,BOS,TB,8.0,5.0,2.0,4.0,13.0,6.0
2023-06-08,NYY,CWS,5.0,6.0,3.0,0.0,11.0,3.0
2023-06-14,DET,ATL,7.0,10.0,5.0,6.0,17.0,11.0
2023-06-18,BOS,NYY,6.0,2.0,4.0,1.0,8.0,5.0
2023-07-01,STL,NYY,11.0,4.0,2.0,6.0,15.0,8.0
2023-07-06,CWS,TOR,2.0,6.0,4.0,5.0,8.0,9.0
2023-07-15,KC,TB,1.0,6.0,2.0,4.0,7.0,6.0
2023-07-15,PHI,SD,6.0,4.0,9.0,4.0,10.0,13.0
2023-07-15,STL,WSH,9.0,6.0,5.0,7.0,15.0,12.0
2023-07-18,CIN,SF,10.0,11.0,2.0,4.0,21.0,6.0
2023-07-22,BOS,NYM,8.0,6.0,4.0,5.0,14.0,9.0
2023-07-27,DET,LAA,0.0,6.0,4.0,11.0,6.0,15.0
2023-08-08,PHI,WSH,8.0,4.0,4.0,5.0,12.0,9.0
2023-08-12,NYM,ATL,3.0,21.0,0.0,6.0,24.0,6.0
2023-08-13,PIT,CIN,4.0,2.0,5.0,6.0,6.0,11.0
2023-08-18,CLE,DET,2.0,4.0,4.0,1.0,6.0,5.0
2023-08-19,LAA,TB,7.0,6.0,4.0,18.0,13.0,22.0
2023-08-19,LAD,MIA,3.0,1.0,3.0,1.0,4.0,4.0
2023-08-19,SD,AZ,4.0,6.0,1.0,8.0,10.0,9.0
2023-08-23,LAA,CIN,4.0,9.0,3.0,7.0,13.0,10.0
2023-08-24,CLE,LAD,3.0,9.0,1.0,6.0,12.0,7.0
2023-09-01,CIN,CHC,2.0,6.0,3.0,2.0,8.0,5.0
2023-09-11,PHI,ATL,8.0,10.0,7.0,5.0,18.0,12.0
2023-09-12,BOS,NYY,2.0,3.0,1.0,4.0,5.0,5.0
2023-09-12,CWS,KC,6.0,2.0,10.0,11.0,8.0,21.0
2023-09-14,BOS,NYY,5.0,0.0,5.0,8.0,5.0,13.0
2023-09-16,COL,SF,9.0,5.0,5.0,2.0,14.0,7.0
2023-09-24,WSH,ATL,3.0,2.0,5.0,8.0,5.0,13.0
2023-09-26,COL,LAD,4.0,1.0,2.0,11.0,5.0,13.0
2023-09-27,NYM,MIA,11.0,2.0,2.0,4.0,13.0,6.0
2023-09-28,DET,KC,7.0,3.0,8.0,0.0,10.0,8.0
2023-09-30,NYM,PHI,4.0,3.0,11.0,4.0,7.0,15.0
2024-04-04,NYM,DET,3.0,6.0,2.0,1.0,9.0,3.0
2024-04-13,CLE,NYY,2.0,3.0,2.0,8.0,5.0,10.0
2024-04-13,DET,MIN,5.0,11.0,1.0,4.0,16.0,5.0
2024-04-17,CWS,KC,2.0,4.0,2.0,1.0,6.0,3.0
2024-04-20,CHC,MIA,2.0,3.0,5.0,3.0,5.0,8.0
2024-04-21,COL,SEA,2.0,1.0,2.0,10.0,3.0,12.0
2024-04-30,DET,STL,1.0,2.0,11.0,6.0,3.0,17.0
2024-05-08,ATH,TEX,9.0,4.0,11.0,12.0,13.0,23.0
2024-05-14,CWS,WSH,3.0,6.0,4.0,0.0,9.0,4.0
2024-05-20,ATL,SD,5.0,6.0,3.0,0.0,11.0,3.0
2024-05-22,STL,BAL,5.0,4.0,3.0,1.0,9.0,4.0
2024-05-28,NYM,LAD,2.0,5.0,0.0,3.0,7.0,3.0
2024-05-29,DET,PIT,8.0,0.0,2.0,10.0,8.0,12.0
2024-06-16,MIN,ATH,6.0,2.0,8.0,7.0,8.0,15.0
2024-06-26,STL,ATL,2.0,6.0,4.0,1.0,8.0,5.0
2024-07-10,CWS,MIN,3.0,1.0,2.0,3.0,4.0,5.0
2024-07-10,STL,KC,4.0,6.0,5.0,8.0,10.0,13.0
2024-07-13,STL,CHC,11.0,3.0,5.0,4.0,14.0,9.0
2024-07-20,ATL,STL,3.0,2.0,5.0,9.0,5.0,14.0
2024-07-27,SF,COL,4.0,1.0,5.0,0.0,5.0,5.0
2024-07-29,BAL,TOR,11.0,5.0,4.0,8.0,16.0,12.0
2024-08-07,CLE,AZ,3.0,7.0,3.0,5.0,10.0,8.0
2024-08-07,NYY,LAA,5.0,2.0,2.0,8.0,7.0,10.0
2024-08-09,MIN,CLE,4.0,2.0,6.0,3.0,6.0,9.0
2024-08-10,NYY,TEX,8.0,0.0,4.0,9.0,8.0,13.0
2024-08-26,BOS,TOR,3.0,7.0,1.0,4.0,10.0,5.0
2024-08-26,CLE,KC,3.0,4.0,4.0,9.0,7.0,13.0
2024-08-28,CWS,TEX,3.0,4.0,1.0,3.0,7.0,4.0
2024-08-30,CIN,MIL,4.0,5.0,0.0,14.0,9.0,14.0
2024-09-07,PIT,WSH,3.0,5.0,6.0,8.0,8.0,14.0
2024-09-22,BOS,MIN,8.0,1.0,9.0,3.0,9.0,12.0
2024-09-30,ATL,NYM,7.0,8.0,3.0,0.0,15.0,3.0
2025-04-06,BOS,STL,5.0,4.0,18.0,7.0,9.0,25.0
2025-04-20,COL,WSH,2.0,3.0,3.0,1.0,5.0,4.0
2025-04-24,KC,COL,7.0,4.0,6.0,2.0,11.0,8.0
2025-04-26,CLE,BOS,5.0,4.0,3.0,7.0,9.0,10.0
2025-04-26,DET,BAL,4.0,3.0,6.0,2.0,7.0,8.0
2025-04-27,NYY,TOR,11.0,2.0,5.0,1.0,13.0,6.0
2025-04-30,CIN,STL,0.0,6.0,1.0,9.0,6.0,10.0
2025-05-04,STL,NYM,6.0,5.0,5.0,4.0,11.0,9.0
2025-05-06,WSH,CLE,10.0,9.0,1.0,9.0,19.0,10.0
2025-05-08,COL,DET,2.0,10.0,1.0,11.0,12.0,12.0
2025-05-14,BAL,MIN,3.0,6.0,6.0,8.0,9.0,14.0
2025-05-14,PHI,STL,2.0,1.0,7.0,14.0,3.0,21.0
2025-05-21,MIN,CLE,1.0,5.0,6.0,5.0,6.0,11.0
2025-05-24,BOS,BAL,6.0,5.0,1.0,2.0,11.0,3.0
2025-05-29,PHI,ATL,5.0,4.0,3.0,9.0,9.0,12.0
2025-06-05,STL,KC,6.0,5.0,5.0,7.0,11.0,12.0
2025-06-07,CIN,AZ,13.0,1.0,4.0,3.0,14.0,7.0
2025-06-19,CWS,STL,4.0,5.0,6.0,8.0,9.0,14.0
2025-06-19,DET,PIT,9.0,2.0,4.0,8.0,11.0,12.0
2025-07-02,BOS,CIN,4.0,8.0,5.0,3.0,12.0,8.0
2025-07-02,NYM,MIL,2.0,7.0,7.0,3.0,9.0,10.0
2025-07-02,PHI,SD,4.0,6.0,5.0,1.0,10.0,6.0
2025-07-02,WSH,DET,2.0,11.0,9.0,4.0,13.0,13.0
2025-07-10,BAL,NYM,3.0,1.0,7.0,3.0,4.0,10.0
2025-07-11,CWS,CLE,2.0,4.0,5.0,4.0,6.0,9.0
2025-07-26,KC,CLE,5.0,3.0,4.0,6.0,8.0,10.0
2025-07-29,BAL,TOR,16.0,4.0,3.0,2.0,20.0,5.0
2025-08-09,ATL,MIA,7.0,1.0,8.0,6.0,8.0,14.0
2025-08-19,CHC,MIL,6.0,4.0,4.0,1.0,10.0,5.0
2025-09-16,WSH,ATL,3.0,6.0,0.0,5.0,9.0,5.0
2025-09-20,MIN,CLE,0.0,6.0,0.0,8.0,6.0,8.0
2026-04-04,KC,MIL,2.0,5.0,8.0,2.0,7.0,10.0
2026-04-05,CLE,CHC,0.0,1.0,6.0,5.0,1.0,11.0
2026-04-26,NYM,COL,1.0,3.0,0.0,3.0,4.0,3.0
2026-04-30,BAL,HOU,10.0,3.0,5.0,11.0,13.0,16.0
2026-04-30,PHI,SF,3.0,2.0,6.0,5.0,5.0,11.0
2026-05-23,CIN,STL,1.0,8.0,7.0,6.0,9.0,13.0
2026-05-24,BAL,DET,5.0,3.0,1.0,4.0,8.0,5.0
2026-06-17,ATL,SF,2.0,7.0,5.0,7.0,9.0,12.0
2026-06-24,NYM,CHC,3.0,10.0,5.0,10.0,13.0,15.0
2026-07-07,STL,MIL,3.0,4.0,2.0,10.0,7.0,12.0
2026-07-11,PIT,MIL,7.0,6.0,3.0,2.0,13.0,5.0
2026-07-17,BOS,TB,10.0,0.0,5.0,3.0,10.0,8.0
2026-07-18,CLE,PIT,1.0,7.0,5.0,3.0,8.0,8.0
2026-07-19,NYY,LAD,2.0,8.0,2.0,1.0,10.0,3.0
2026-07-22,BOS,BAL,6.0,3.0,1.0,5.0,9.0,6.0
2026-07-22,NYY,PIT,3.0,5.0,2.0,0.0,8.0,2.0
2026-07-28,CIN,CLE,5.0,6.0,2.0,0.0,11.0,2.0
2026-07-29,NYM,ATL,3.0,2.0,0.0,1.0,5.0,1.0
2026-08-17,CIN,STL,1.0,2.0,6.0,5.0,3.0,11.0
