game_id,season,day_index,home_team,away_team,y,mu,sigma,gameday,home_score,away_score,p_home,su_pick,su_win,su_correct,rl_pick,rl_correct
718628,2023,11,CHC,SEA,1.0,-0.6136341191881568,4.386982782863762,2023-04-10,3.0,2.0,0.43824593344974855,SEA,CHC,False,SEA,False
718629,2023,11,COL,STL,3.0,-0.7053197126613283,4.386982782863762,2023-04-10,7.0,4.0,0.4291103742019438,STL,COL,False,STL,False
718630,2023,11,TEX,KC,9.0,0.16997474196464826,4.386982782863762,2023-04-10,11.0,2.0,0.5171692721742756,TEX,TEX,True,TEX,True
718631,2023,11,LAA,WSH,-2.0,1.4437302313838374,4.386982782863762,2023-04-10,4.0,6.0,0.6426906503957417,LAA,WSH,False,LAA,False
718632,2023,11,PIT,HOU,-6.0,-1.5073907590719513,4.386982782863762,2023-04-10,2.0,8.0,0.35131089639734125,HOU,HOU,True,HOU,True
718633,2023,11,PHI,MIA,12.0,0.46460886717893063,4.386982782863762,2023-04-10,15.0,3.0,0.5468368587923332,PHI,PHI,True,PHI,True
718634,2023,11,NYM,SD,5.0,0.06281205199949319,4.386982782863762,2023-04-10,5.0,0.0,0.5063463831652557,NYM,NYM,True,NYM,True
718635,2023,11,BAL,ATH,4.0,1.0288692190724893,4.386982782863762,2023-04-10,5.0,1.0,0.6027942581222311,BAL,BAL,True,BAL,True
718636,2023,11,ATL,CIN,1.0,1.3729877401019612,4.386982782863762,2023-04-10,5.0,4.0,0.6359833467238198,ATL,ATL,True,ATL,False
718637,2023,11,CLE,NYY,1.0,-0.39271329682548306,4.386982782863762,2023-04-10,3.0,2.0,0.4603848216819727,NYY,CLE,False,NYY,False
718638,2023,11,TB,BOS,1.0,1.1425683901699182,4.386982782863762,2023-04-10,1.0,0.0,0.6138560400192976,TB,TB,True,TB,False
718640,2023,11,MIN,CWS,-1.0,0.9158040036712298,4.386982782863762,2023-04-10,3.0,4.0,0.5917115177764346,MIN,CWS,False,MIN,False
718641,2023,11,SF,LAD,-8.0,-0.7758564658268036,4.386982782863762,2023-04-10,1.0,9.0,0.42210757678689914,LAD,LAD,True,LAD,True
718611,2023,12,AZ,MIL,-6.0,-0.3764242029299381,4.386982782863762,2023-04-11,1.0,7.0,0.4620229132006139,MIL,MIL,True,MIL,True
718613,2023,12,COL,STL,-3.0,-0.6122037077905332,4.386982782863762,2023-04-11,6.0,9.0,0.4383887339317776,STL,STL,True,STL,True
718614,2023,12,LAA,WSH,2.0,1.4974740117436904,4.386982782863762,2023-04-11,2.0,0.0,0.6477570786594545,LAA,LAA,True,LAA,True
718615,2023,12,TEX,KC,3.0,0.8817044398094758,4.386982782863762,2023-04-11,8.0,5.0,0.5883541614214878,TEX,TEX,True,TEX,True
718616,2023,12,MIN,CWS,1.0,0.8055046156297663,4.386982782863762,2023-04-11,4.0,3.0,0.580828651511039,MIN,MIN,True,MIN,False
718617,2023,12,CHC,SEA,5.0,-0.20908942563997956,4.386982782863762,2023-04-11,14.0,9.0,0.4788830718945305,SEA,CHC,False,SEA,False
