game_id,game_pk,season,gameday,team,opponent,is_home,runs_scored,runs_allowed,run_diff,hits,doubles,triples,home_runs,bb,so,hbp,pa,ab,tb,lob,sb,obp,slg,p_ip,p_outs,p_h,p_bb,p_hbp,p_so,p_hr,p_er,p_r,p_bf,p_pitches,p_strikes,p_strike_pct,brpi_off,brpi_def,lob_rate_off,runs_late,runs_allowed_late
634245,634245,2021,2021-05-04,AZ,MIA,0,3,9,-6,9,1,0,1,3,12,0,40,36,13,22,0,.323,.424,8.0,24,12,3,0,6,2,4,9,38,149,101,0.68,1.3333333333333333,1.875,1.8333333333333333,1,6
634246,634246,2021,2021-05-04,COL,SF,1,4,12,-8,7,0,0,1,3,6,1,33,29,10,23,2,.304,.414,7.0,21,12,4,0,5,3,12,12,36,119,73,0.61,1.5714285714285714,2.2857142857142856,2.090909090909091,0,0
634246,634246,2021,2021-05-04,SF,COL,0,12,4,8,12,2,0,3,4,5,0,36,32,23,11,0,.308,.399,7.0,21,7,3,1,6,1,4,4,33,130,79,0.61,2.2857142857142856,1.5714285714285714,0.6875,0,0
634251,634251,2021,2021-05-04,CIN,CWS,1,0,9,-9,2,1,0,0,4,14,0,33,28,3,13,0,.325,.441,9.0,27,12,5,1,11,1,8,9,45,193,120,0.62,0.6666666666666666,2.0,2.1666666666666665,0,1
634251,634251,2021,2021-05-04,CWS,CIN,0,9,0,9,12,2,0,1,5,11,1,45,37,17,20,0,.343,.395,9.0,27,2,4,0,14,0,0,0,33,138,84,0.61,2.0,0.6666666666666666,1.1111111111111112,1,0
634264,634264,2021,2021-05-04,CHC,LAD,1,7,1,6,6,2,0,1,3,7,1,28,24,11,7,2,.314,.406,7.0,21,7,1,1,6,1,1,1,30,92,66,0.72,1.4285714285714286,1.2857142857142858,0.7,0,1
634264,634264,2021,2021-05-04,LAD,CHC,0,1,7,-6,7,0,0,1,1,6,1,30,28,10,15,0,.345,.408,6.0,18,6,3,1,7,1,6,7,28,115,72,0.63,1.2857142857142858,1.6666666666666667,1.6666666666666667,1,0
634265,634265,2021,2021-05-04,SEA,BAL,1,5,2,3,6,1,0,2,4,7,0,33,28,13,7,0,.287,.369,9.0,27,7,6,1,9,1,2,2,41,156,100,0.64,1.1111111111111112,1.5555555555555556,0.7,4,1
634265,634265,2021,2021-05-04,BAL,SEA,0,2,5,-3,7,0,0,1,6,9,1,41,34,10,25,1,.288,.371,8.0,24,6,4,0,7,2,5,5,33,136,79,0.58,1.5555555555555556,1.25,1.7857142857142858,1,4
634267,634267,2021,2021-05-04,LAA,TB,1,3,8,-5,6,1,0,1,3,12,0,35,32,10,13,0,.317,.429,9.0,27,10,6,1,13,2,5,8,44,201,118,0.59,1.0,1.8888888888888888,1.4444444444444444,2,4
634267,634267,2021,2021-05-04,TB,LAA,0,8,3,5,10,1,0,2,6,13,1,44,37,17,16,3,.309,.374,9.0,27,6,3,0,12,1,3,3,35,144,94,0.65,1.8888888888888888,1.0,0.9411764705882353,4,2
634269,634269,2021,2021-05-04,NYY,HOU,1,7,3,4,9,1,0,1,9,8,0,41,32,13,17,1,.319,.380,9.0,27,8,1,0,10,2,3,3,33,149,91,0.61,2.0,1.0,0.9444444444444444,0,0
634269,634269,2021,2021-05-04,HOU,NYY,0,3,7,-4,8,1,0,2,1,10,0,33,32,15,9,0,.317,.406,8.0,24,9,9,0,8,1,6,7,41,179,101,0.56,1.0,2.25,1.0,0,0
634277,634277,2021,2021-05-04,KC,CLE,1,3,7,-4,10,2,0,1,4,8,0,39,35,15,19,3,.309,.402,9.0,27,7,6,0,9,1,7,7,40,178,103,0.58,1.5555555555555556,1.4444444444444444,1.3571428571428572,0,4
634277,634277,2021,2021-05-04,CLE,KC,0,7,3,4,7,2,0,1,6,9,0,40,34,12,16,0,.289,.388,9.0,27,10,4,0,8,1,3,3,39,155,92,0.59,1.4444444444444444,1.5555555555555556,1.2307692307692308,4,0
634278,634278,2021,2021-05-04,ATH,TOR,1,4,1,3,6,1,0,1,4,9,1,34,29,10,11,0,.310,.390,9.0,27,3,1,0,10,0,1,1,30,119,81,0.68,1.2222222222222223,0.4444444444444444,1.0,0,0
634278,634278,2021,2021-05-04,TOR,ATH,0,1,4,-3,3,1,0,0,1,10,0,30,29,4,5,0,.305,.392,8.0,24,6,4,1,9,1,4,4,34,131,80,0.61,0.4444444444444444,1.375,1.25,0,0
634297,634297,2021,2021-05-04,WSH,ATL,1,1,6,-5,5,0,0,0,3,8,0,33,30,5,11,0,.317,.379,9.0,27,7,5,0,5,2,6,6,39,150,96,0.64,0.8888888888888888,1.3333333333333333,1.375,1,0
634297,634297,2021,2021-05-04,ATL,WSH,0,6,1,5,7,1,0,2,5,5,0,39,34,14,15,0,.323,.427,9.0,27,5,3,0,8,0,0,1,33,132,87,0.66,1.3333333333333333,0.8888888888888888,1.25,0,1
634313,634313,2021,2021-05-04,SD,PIT,1,1,2,-1,4,0,0,0,3,7,0,34,31,4,12,1,.315,.354,9.0,27,10,2,0,3,0,2,2,37,113,79,0.7,0.7777777777777778,1.3333333333333333,1.7142857142857142,1,0
634313,634313,2021,2021-05-04,PIT,SD,0,2,1,1,10,4,0,0,2,3,0,37,35,14,14,1,.306,.349,9.0,27,4,3,0,7,0,1,1,34,138,82,0.59,1.3333333333333333,0.7777777777777778,1.1666666666666667,0,1
634324,634324,2021,2021-05-04,PHI,MIL,1,6,5,1,8,0,0,3,0,11,0,32,31,17,3,0,.302,.382,9.0,27,10,2,2,12,1,5,5,41,175,120,0.69,0.8888888888888888,1.5555555555555556,0.375,0,4
634324,634324,2021,2021-05-04,MIL,PHI,0,5,6,-1,10,1,0,1,2,12,2,41,37,14,19,0,.303,.373,8.0,24,8,0,0,11,3,2,6,32,121,82,0.68,1.5555555555555556,1.0,1.3571428571428572,4,0
634254,634254,2021,2021-05-04,COL,SF,1,8,6,2,10,1,0,2,2,4,1,33,30,17,11,0,.307,.418,7.0,21,9,7,1,7,2,5,6,36,146,79,0.54,1.8571428571428572,2.4285714285714284,0.8461538461538461,6,0
634254,634254,2021,2021-05-04,SF,COL,0,6,8,-2,9,2,0,2,7,7,1,36,27,17,20,0,.314,.405,6.666666666666667,20,10,2,1,4,2,8,8,33,121,79,0.65,2.4285714285714284,1.95,1.1764705882352942,0,6
634321,634321,2021,2021-05-04,CHC,LAD,1,4,3,1,8,1,1,2,6,11,1,40,32,17,35,1,.316,.410,9.0,27,5,4,0,10,2,2,3,34,142,90,0.63,1.6666666666666667,1.0,2.3333333333333335,3,3
634321,634321,2021,2021-05-04,LAD,CHC,0,3,4,-1,5,1,0,2,4,10,0,34,30,12,14,1,.343,.407,8.333333333333334,25,8,6,1,11,2,2,4,40,158,95,0.6,1.0,1.7999999999999998,1.5555555555555556,3,3
634217,634217,2021,2021-05-05,NYY,HOU,1,6,3,3,9,2,0,1,5,11,2,39,31,14,18,0,.322,.383,9.0,27,8,1,0,8,0,3,3,33,126,86,0.68,1.7777777777777777,1.0,1.125,3,0
634217,634217,2021,2021-05-05,HOU,NYY,0,3,6,-3,8,2,0,0,1,8,0,33,32,10,8,0,.315,.403,8.0,24,9,5,2,11,1,6,6,39,168,96,0.57,1.0,2.0,0.8888888888888888,0,3
634220,634220,2021,2021-05-05,SEA,BAL,1,0,6,-6,0,0,0,0,0,12,0,27,27,0,0,0,.280,.359,9.0,27,8,1,0,9,2,6,6,35,136,96,0.71,0.0,1.0,0.0,0,4
634220,634220,2021,2021-05-05,BAL,SEA,0,6,0,6,8,0,0,2,1,9,0,35,34,14,6,0,.287,.373,9.0,27,0,0,0,12,0,0,0,27,113,79,0.7,1.0,0.0,0.6666666666666666,4,0
634225,634225,2021,2021-05-05,COL,SF,1,6,5,1,6,0,0,0,6,9,0,35,29,6,12,0,.308,.412,9.0,27,6,4,0,12,2,4,5,36,152,93,0.61,1.3333333333333333,1.1111111111111112,1.0,0,3
634225,634225,2021,2021-05-05,SF,COL,0,5,6,-1,6,0,1,2,4,12,0,36,32,14,10,2,.313,.406,8.0,24,6,6,0,9,0,6,6,35,137,86,0.63,1.1111111111111112,1.5,1.0,3,0
634226,634226,2021,2021-05-05,KC,CLE,1,4,5,-1,9,3,0,1,1,15,1,37,35,15,14,0,.308,.403,9.0,27,6,2,1,8,2,5,5,36,144,88,0.61,1.2222222222222223,1.0,1.2727272727272727,0,2
634226,634226,2021,2021-05-05,CLE,KC,0,5,4,1,6,1,0,2,2,8,1,36,33,13,10,1,.288,.388,9.0,27,9,1,1,15,1,3,4,37,149,97,0.65,1.0,1.2222222222222223,1.1111111111111112,2,0
634227,634227,2021,2021-05-05,SD,PIT,1,4,2,2,9,1,0,1,4,8,0,38,33,13,20,0,.316,.356,9.0,27,7,1,1,11,1,2,2,36,143,96,0.67,1.4444444444444444,1.0,1.5384615384615385,0,0
634227,634227,2021,2021-05-05,PIT,SD,0,2,4,-2,7,0,0,1,1,11,1,36,33,10,11,1,.304,.347,8.0,24,9,4,0,8,1,3,4,38,144,91,0.63,1.0,1.625,1.2222222222222223,0,0
634228,634228,2021,2021-05-05,BOS,DET,1,5,6,-1,9,1,0,1,6,8,1,46,39,13,25,0,.328,.444,10.0,30,11,2,0,12,1,4,6,42,170,108,0.64,1.6,1.3,1.5625,4,3
634228,634228,2021,2021-05-05,DET,BOS,0,6,5,1,11,1,0,1,2,12,0,42,40,15,16,2,.262,.342,10.0,30,9,6,1,8,1,4,5,46,167,101,0.6,1.3,1.6,1.2307692307692308,3,4
634230,634230,2021,2021-05-05,CHC,LAD,1,6,5,1,7,2,0,1,6,14,0,45,38,12,19,1,.315,.406,11.0,33,9,4,1,14,1,3,5,46,183,106,0.58,1.1818181818181819,1.2727272727272727,1.4615384615384615,4,2
634230,634230,2021,2021-05-05,LAD,CHC,0,5,6,-1,9,2,0,1,4,14,1,46,40,14,20,0,.341,.405,10.666666666666666,32,7,6,0,14,1,3,6,45,180,121,0.67,1.2727272727272727,1.21875,1.4285714285714286,2,4
634248,634248,2021,2021-05-05,ATH,TOR,1,4,9,-5,7,2,0,2,2,12,0,36,34,15,9,0,.308,.392,9.0,27,10,4,0,8,0,9,9,41,145,92,0.63,1.0,1.5555555555555556,1.0,1,7
634248,634248,2021,2021-05-05,TOR,ATH,0,9,4,5,10,2,0,0,4,8,0,41,36,12,13,1,.306,.390,9.0,27,7,2,0,12,2,4,4,36,154,104,0.68,1.5555555555555556,1.0,0.9285714285714286,7,1
634249,634249,2021,2021-05-05,MIA,AZ,1,8,0,8,10,1,1,1,2,9,0,36,34,16,11,0,.311,.369,9.0,27,5,3,0,11,0,0,0,35,150,99,0.66,1.3333333333333333,0.8888888888888888,0.9166666666666666,2,0
634249,634249,2021,2021-05-05,AZ,MIA,0,0,8,-8,5,1,0,0,3,11,0,35,32,6,16,0,.321,.416,8.0,24,10,2,0,9,1,8,8,36,140,95,0.68,0.8888888888888888,1.5,2.0,0,2
634250,634250,2021,2021-05-05,STL,NYM,1,4,1,3,8,1,0,2,1,8,0,29,28,15,11,1,.304,.408,7.0,21,2,4,0,5,0,1,1,27,101,66,0.65,1.2857142857142858,0.8571428571428571,1.2222222222222223,0,0
634250,634250,2021,2021-05-05,NYM,STL,0,1,4,-3,2,0,0,0,4,5,0,27,23,2,11,0,.324,.365,6.0,18,8,1,0,8,2,2,4,29,111,77,0.69,0.8571428571428571,1.5,1.8333333333333333,0,0
634266,634266,2021,2021-05-05,WSH,ATL,1,3,5,-2,6,1,0,2,4,9,1,37,31,13,14,0,.316,.381,9.0,27,5,2,0,7,2,5,5,34,121,80,0.66,1.2222222222222223,0.7777777777777778,1.2727272727272727,2,0
634266,634266,2021,2021-05-05,ATL,WSH,0,5,3,2,5,0,0,2,2,7,0,34,31,11,3,1,.320,.424,9.0,27,6,4,1,9,2,3,3,37,145,84,0.58,0.7777777777777778,1.2222222222222223,0.42857142857142855,0,2
634270,634270,2021,2021-05-05,CIN,CWS,1,1,0,1,5,1,0,0,7,5,1,38,30,6,15,0,.325,.434,10.0,30,2,4,1,11,0,0,0,35,133,86,0.65,1.3,0.7,1.1538461538461537,1,0
634270,634270,2021,2021-05-05,CWS,CIN,0,0,1,-1,2,0,0,0,4,11,1,35,30,2,14,1,.338,.385,9.0,27,5,7,1,5,0,0,1,38,156,90,0.58,0.7,1.4444444444444444,2.0,0,1
634279,634279,2021,2021-05-05,MIN,TEX,1,1,3,-2,8,3,0,1,2,15,0,36,34,14,20,0,.307,.421,9.0,27,7,4,0,4,0,3,3,36,149,95,0.64,1.1111111111111112,1.2222222222222223,2.0,0,0
634279,634279,2021,2021-05-05,TEX,MIN,0,3,1,2,7,0,0,0,4,4,0,36,31,7,16,1,.310,.382,9.0,27,8,2,0,15,1,1,1,36,142,94,0.66,1.2222222222222223,1.1111111111111112,1.4545454545454546,0,0
634281,634281,2021,2021-05-05,LAA,TB,1,1,3,-2,7,1,0,0,3,7,3,37,30,8,22,0,.318,.424,9.0,27,4,8,1,8,1,3,3,39,136,79,0.58,1.4444444444444444,1.4444444444444444,1.6923076923076923,0,3
634281,634281,2021,2021-05-05,TB,LAA,0,3,1,2,4,1,0,1,8,8,1,39,30,8,15,1,.310,.371,9.0,27,7,3,3,7,0,1,1,37,135,87,0.64,1.4444444444444444,1.4444444444444444,1.1538461538461537,3,0
634294,634294,2021,2021-05-05,PHI,MIL,1,5,4,1,4,1,0,1,3,13,0,30,27,8,2,0,.300,.380,9.0,27,8,7,1,7,1,4,4,40,175,104,0.59,0.7777777777777778,1.7777777777777777,0.2857142857142857,0,0
634294,634294,2021,2021-05-05,MIL,PHI,0,4,5,-1,8,1,0,1,7,7,1,40,32,12,16,1,.306,.373,8.0,24,4,3,0,13,1,5,5,30,135,86,0.64,1.7777777777777777,0.875,1.0,0,0
634239,634239,2021,2021-05-05,STL,NYM,1,2,7,-5,11,2,0,0,1,2,1,33,31,13,18,1,.307,.409,7.0,21,9,3,1,3,2,7,7,34,112,72,0.64,1.8571428571428572,1.8571428571428572,1.3846153846153846,0,1
634239,634239,2021,2021-05-05,NYM,STL,0,7,2,5,9,1,0,2,3,3,1,34,30,16,18,0,.326,.371,7.0,21,11,1,1,2,0,2,2,33,108,71,0.66,1.8571428571428572,1.8571428571428572,1.3846153846153846,1,0
634223,634223,2021,2021-05-06,STL,NYM,1,1,4,-3,3,0,0,0,0,10,0,31,30,3,8,0,.301,.400,9.0,27,9,11,0,11,0,3,4,48,192,110,0.57,0.3333333333333333,2.2222222222222223,2.6666666666666665,0,2
634223,634223,2021,2021-05-06,NYM,STL,0,4,1,3,9,0,0,0,11,11,0,48,37,9,37,1,.331,.366,9.0,27,3,0,0,10,0,0,1,31,128,91,0.71,2.2222222222222223,0.3333333333333333,1.85,2,0
634224,634224,2021,2021-05-06,NYY,HOU,1,4,7,-3,9,1,0,2,4,11,0,38,34,16,19,0,.323,.386,9.0,27,10,2,0,6,4,7,7,37,156,103,0.66,1.4444444444444444,1.3333333333333333,1.4615384615384615,1,6
634224,634224,2021,2021-05-06,HOU,NYY,0,7,4,3,10,0,0,4,2,6,0,37,35,22,9,0,.316,.410,9.0,27,9,4,0,11,2,4,4,38,153,94,0.61,1.3333333333333333,1.4444444444444444,0.75,6,1
634231,634231,2021,2021-05-06,ATH,TOR,1,4,10,-6,6,1,0,1,5,7,0,35,30,10,13,0,.308,.390,9.0,27,16,3,0,4,3,9,10,46,150,98,0.65,1.2222222222222223,2.111111111111111,1.1818181818181819,0,1
634231,634231,2021,2021-05-06,TOR,ATH,0,10,4,6,16,2,0,3,3,4,0,46,43,27,25,3,.311,.400,9.0,27,6,5,0,7,1,4,4,35,144,86,0.6,2.111111111111111,1.2222222222222223,1.3157894736842106,1,0
634232,634232,2021,2021-05-06,WSH,ATL,1,2,3,-1,8,3,0,0,5,7,0,39,34,11,23,1,.317,.379,9.0,27,4,2,0,7,0,3,3,31,130,87,0.67,1.4444444444444444,0.6666666666666666,1.7692307692307692,1,0
634232,634232,2021,2021-05-06,ATL,WSH,0,3,2,1,4,1,0,0,2,7,0,31,29,5,7,1,.317,.417,9.0,27,8,5,0,7,0,1,2,39,145,87,0.6,0.6666666666666666,1.4444444444444444,1.1666666666666667,0,1
634233,634233,2021,2021-05-06,KC,CLE,1,0,4,-4,4,0,0,0,5,9,0,34,29,4,22,0,.307,.395,9.0,27,11,1,0,8,1,4,4,37,154,99,0.64,1.0,1.3333333333333333,2.4444444444444446,0,1
634233,634233,2021,2021-05-06,CLE,KC,0,4,0,4,11,3,1,1,1,8,0,37,36,19,13,0,.289,.393,9.0,27,4,5,0,9,0,0,0,34,152,95,0.63,1.3333333333333333,1.0,1.0833333333333333,1,0
634247,634247,2021,2021-05-06,LAA,TB,1,3,8,-5,7,2,0,1,1,10,0,33,32,12,7,0,.316,.423,9.0,27,12,3,0,13,1,8,8,42,182,113,0.62,0.8888888888888888,1.6666666666666667,0.875,0,8
634247,634247,2021,2021-05-06,TB,LAA,0,8,3,5,12,3,0,1,3,13,0,42,39,18,13,4,.311,.374,9.0,27,7,1,0,10,1,3,3,33,120,78,0.65,1.6666666666666667,0.8888888888888888,0.8666666666666667,8,0
634255,634255,2021,2021-05-06,BOS,DET,1,12,9,3,16,4,0,0,3,8,2,48,43,20,28,0,.333,.445,9.0,27,14,4,0,9,0,8,9,47,182,122,0.67,2.3333333333333335,2.0,1.3333333333333333,4,2
634255,634255,2021,2021-05-06,DET,BOS,0,9,12,-3,14,2,0,0,4,9,0,47,43,16,26,2,.267,.343,8.0,24,16,3,2,8,0,5,12,48,194,122,0.63,2.0,2.625,1.4444444444444444,2,4
634261,634261,2021,2021-05-06,MIN,TEX,1,3,4,-1,8,0,0,1,4,13,0,42,38,11,17,3,.306,.416,10.0,30,8,3,0,9,2,3,4,39,145,96,0.66,1.2,1.1,1.4166666666666667,0,2
634261,634261,2021,2021-05-06,TEX,MIN,0,4,3,1,8,1,0,2,3,9,0,39,36,15,13,0,.309,.383,10.0,30,8,4,0,13,1,3,3,42,163,102,0.63,1.1,1.2,1.1818181818181819,2,0
634283,634283,2021,2021-05-06,PHI,MIL,1,2,0,2,4,1,0,1,3,13,0,31,28,8,9,0,.298,.377,9.0,27,3,0,0,8,0,0,0,29,118,80,0.68,0.7777777777777778,0.3333333333333333,1.2857142857142858,2,0
634283,634283,2021,2021-05-06,MIL,PHI,0,0,2,-2,3,1,0,0,0,8,0,29,29,4,5,0,.301,.367,8.0,24,4,3,0,13,1,2,2,31,128,88,0.69,0.3333333333333333,0.875,1.6666666666666667,0,2
634291,634291,2021,2021-05-06,MIA,AZ,1,3,1,2,5,0,0,2,0,8,1,29,27,11,2,0,.308,.370,9.0,27,5,3,2,8,0,0,1,38,145,99,0.68,0.6666666666666666,1.1111111111111112,0.3333333333333333,2,0
634291,634291,2021,2021-05-06,AZ,MIA,0,1,3,-2,5,2,0,0,3,8,2,38,33,7,13,0,.319,.410,8.0,24,5,0,1,8,2,3,3,29,114,77,0.68,1.1111111111111112,0.75,1.3,0,2
634195,634195,2021,2021-05-07,MIA,MIL,1,6,1,5,10,3,0,1,3,8,0,34,31,16,10,0,.310,.374,9.0,27,5,2,1,10,0,1,1,35,151,92,0.61,1.4444444444444444,0.8888888888888888,0.7692307692307693,0,0
634195,634195,2021,2021-05-07,MIL,MIA,0,1,6,-5,5,2,0,0,2,10,1,35,32,7,16,1,.299,.362,8.0,24,10,3,0,8,1,6,6,34,134,79,0.59,0.8888888888888888,1.625,2.0,0,0
634200,634200,2021,2021-05-07,STL,COL,1,5,0,5,8,1,0,2,1,9,0,34,33,15,12,0,.300,.401,9.0,27,4,1,0,8,0,0,0,31,132,85,0.64,1.0,0.5555555555555556,1.3333333333333333,0,0
634200,634200,2021,2021-05-07,COL,STL,0,0,5,-5,4,0,0,0,1,8,0,31,30,4,4,0,.304,.405,8.0,24,8,1,0,9,2,5,5,34,130,83,0.64,0.5555555555555556,1.125,0.8,0,0
634201,634201,2021,2021-05-07,HOU,TOR,1,10,4,6,15,3,0,2,5,5,0,42,36,24,18,0,.321,.419,9.0,27,6,2,0,2,3,4,4,34,114,80,0.7,2.2222222222222223,0.8888888888888888,0.9,5,2
634201,634201,2021,2021-05-07,TOR,HOU,0,4,10,-6,6,1,0,3,2,2,0,34,32,16,6,0,.308,.403,8.0,24,15,5,0,5,2,10,10,42,172,103,0.6,0.8888888888888888,2.5,0.75,2,5
634203,634203,2021,2021-05-07,CLE,CIN,1,0,3,-3,0,0,0,0,1,8,0,29,28,0,3,0,.282,.382,9.0,27,6,0,0,10,0,2,3,34,145,100,0.69,0.1111111111111111,0.6666666666666666,3.0,0,3
634203,634203,2021,2021-05-07,CIN,CLE,0,3,0,3,6,1,0,0,0,10,0,34,34,7,13,0,.321,.426,9.0,27,0,1,0,8,0,0,0,29,114,72,0.63,0.6666666666666666,0.1111111111111111,2.1666666666666665,3,0
634204,634204,2021,2021-05-07,DET,MIN,1,3,7,-4,7,1,0,1,4,12,0,37,33,11,19,0,.268,.343,9.0,27,9,7,0,12,3,7,7,43,185,111,0.6,1.2222222222222223,1.7777777777777777,1.7272727272727273,0,3
634204,634204,2021,2021-05-07,MIN,DET,0,7,3,4,9,3,0,3,7,12,0,43,36,21,16,0,.308,.422,9.0,27,7,4,0,12,1,3,3,37,159,99,0.62,1.7777777777777777,1.2222222222222223,1.0,3,0
634209,634209,2021,2021-05-07,BAL,BOS,1,2,6,-4,11,3,0,1,3,5,0,39,36,17,17,0,.289,.376,9.0,27,7,3,1,6,1,2,6,39,154,99,0.64,1.5555555555555556,1.2222222222222223,1.2142857142857142,0,2
634209,634209,2021,2021-05-07,BOS,BAL,0,6,2,4,7,3,0,1,3,6,1,39,35,13,15,3,.331,.443,9.0,27,11,3,0,5,1,2,2,39,162,108,0.67,1.2222222222222223,1.5555555555555556,1.3636363636363635,2,0
634213,634213,2021,2021-05-07,LAA,LAD,1,9,2,7,13,5,1,2,1,5,1,38,36,26,10,1,.318,.433,9.0,27,8,5,0,7,1,2,2,39,137,83,0.61,1.6666666666666667,1.4444444444444444,0.6666666666666666,0,1
634213,634213,2021,2021-05-07,LAD,LAA,0,2,9,-7,8,4,0,1,5,7,0,39,34,15,20,0,.341,.406,8.0,24,13,1,1,5,2,9,9,38,130,89,0.68,1.4444444444444444,1.875,1.5384615384615385,1,0
634216,634216,2021,2021-05-07,CHC,PIT,1,3,2,1,9,0,0,0,1,4,0,32,29,9,14,0,.315,.403,9.0,27,9,2,2,3,0,2,2,38,132,81,0.61,1.1111111111111112,1.4444444444444444,1.4,0,2
634216,634216,2021,2021-05-07,PIT,CHC,0,2,3,-1,9,1,0,0,2,3,2,38,34,10,20,0,.305,.345,8.0,24,9,1,0,4,0,2,3,32,142,97,0.68,1.4444444444444444,1.25,1.5384615384615385,2,0
634219,634219,2021,2021-05-07,ATL,PHI,1,2,12,-10,5,1,0,1,1,10,0,32,31,9,7,0,.313,.413,9.0,27,16,6,0,13,2,6,12,49,215,133,0.62,0.6666666666666666,2.4444444444444446,1.1666666666666667,0,4
634219,634219,2021,2021-05-07,PHI,ATL,0,12,2,10,16,1,0,2,6,13,0,49,42,23,22,0,.304,.384,9.0,27,5,1,0,10,1,2,2,32,134,86,0.64,2.4444444444444446,0.6666666666666666,1.0,4,0
634234,634234,2021,2021-05-07,NYY,WSH,1,4,11,-7,5,0,0,3,3,7,0,35,32,14,9,0,.320,.387,9.0,27,10,4,0,9,4,9,11,43,170,98,0.58,0.8888888888888888,1.5555555555555556,1.125,1,8
634234,634234,2021,2021-05-07,WSH,NYY,0,11,4,7,10,0,0,4,4,9,0,43,38,22,12,0,.318,.387,9.0,27,5,3,0,7,3,4,4,35,140,80,0.57,1.5555555555555556,0.8888888888888888,0.8571428571428571,8,1
634235,634235,2021,2021-05-07,KC,CWS,1,0,3,-3,8,1,0,0,0,13,0,36,35,9,19,0,.304,.390,9.0,27,7,4,0,9,1,3,3,38,167,103,0.62,0.8888888888888888,1.2222222222222223,2.375,0,0
634235,634235,2021,2021-05-07,CWS,KC,0,3,0,3,7,2,0,1,4,9,0,38,33,12,18,0,.337,.384,9.0,27,8,0,0,13,0,0,0,36,137,97,0.71,1.2222222222222223,0.8888888888888888,1.6363636363636365,0,0
634240,634240,2021,2021-05-07,SF,SD,1,5,4,1,4,0,0,2,7,10,1,36,28,10,15,1,.314,.405,9.0,27,6,2,1,7,2,4,4,36,169,106,0.63,1.3333333333333333,1.0,1.25,1,0
634240,634240,2021,2021-05-07,SD,SF,0,4,5,-1,6,1,0,2,2,7,1,36,33,13,8,0,.314,.357,8.0,24,4,7,1,10,2,5,5,36,162,86,0.53,1.0,1.5,0.8888888888888888,0,1
634252,634252,2021,2021-05-07,NYM,AZ,1,5,4,1,7,0,0,1,8,7,0,44,36,10,23,1,.331,.362,10.0,30,10,5,1,8,0,4,4,46,171,108,0.63,1.5,1.6,1.5333333333333334,3,0
634252,634252,2021,2021-05-07,AZ,NYM,0,4,5,-1,10,0,0,0,5,8,1,46,39,10,28,1,.320,.405,9.333333333333334,28,7,8,0,7,1,3,5,44,158,96,0.61,1.6,1.607142857142857,1.75,0,3
634253,634253,2021,2021-05-07,TEX,SEA,1,4,5,-1,12,2,0,1,1,5,0,35,34,17,12,0,.311,.387,9.0,27,10,2,1,8,2,5,5,39,158,97,0.61,1.4444444444444444,1.4444444444444444,0.9230769230769231,0,1
634253,634253,2021,2021-05-07,SEA,TEX,0,5,4,1,10,3,0,2,2,8,1,39,35,19,8,0,.283,.365,9.0,27,12,1,0,5,1,4,4,35,121,83,0.69,1.4444444444444444,1.4444444444444444,0.6153846153846154,1,0
634263,634263,2021,2021-05-07,ATH,TB,1,2,1,1,7,1,0,1,2,8,1,34,31,11,15,1,.308,.389,9.0,27,3,1,0,12,0,1,1,31,100,71,0.71,1.1111111111111112,0.4444444444444444,1.5,2,1
634263,634263,2021,2021-05-07,TB,ATH,0,1,2,-1,3,1,0,0,1,12,0,31,30,4,8,0,.307,.368,8.666666666666666,26,7,2,1,8,1,2,2,34,127,85,0.67,0.4444444444444444,1.153846153846154,2.0,1,2
634165,634165,2021,2021-05-08,STL,COL,1,9,8,1,12,2,0,1,6,4,1,41,33,17,20,2,.306,.405,9.0,27,11,6,0,7,0,8,8,44,170,108,0.64,2.111111111111111,1.8888888888888888,1.0526315789473684,0,3
634165,634165,2021,2021-05-08,COL,STL,0,8,9,-1,11,4,0,0,6,7,0,44,38,15,23,0,.307,.404,8.0,24,12,6,1,4,1,9,9,41,157,97,0.62,1.8888888888888888,2.375,1.3529411764705883,3,0
634171,634171,2021,2021-05-08,TEX,SEA,1,9,8,1,12,3,0,3,4,5,0,39,35,24,16,1,.314,.396,9.0,27,11,4,0,6,3,8,8,41,153,99,0.65,1.7777777777777777,1.6666666666666667,1.0,3,3
634171,634171,2021,2021-05-08,SEA,TEX,0,8,9,-1,11,2,0,3,4,6,0,41,37,22,15,0,.285,.373,8.0,24,12,4,0,5,3,9,9,39,140,93,0.66,1.6666666666666667,2.0,1.0,3,3
634178,634178,2021,2021-05-08,SF,SD,1,7,1,6,11,2,0,3,4,8,1,39,34,22,19,0,.317,.413,9.0,27,6,2,0,8,0,1,1,35,149,94,0.63,1.7777777777777777,0.8888888888888888,1.1875,2,0
634178,634178,2021,2021-05-08,SD,SF,0,1,7,-6,6,1,0,0,2,8,0,35,33,7,14,2,.312,.353,8.0,24,11,4,1,8,3,6,7,39,139,95,0.68,0.8888888888888888,2.0,1.75,0,2
634187,634187,2021,2021-05-08,CLE,CIN,1,9,2,7,11,2,1,0,5,7,0,42,35,15,18,0,.286,.384,9.0,27,7,3,0,5,1,2,2,36,138,85,0.62,1.7777777777777777,1.1111111111111112,1.125,0,1
