ticker,event_ticker,result,volume_fp,liquidity_dollars,close_time,previous_yes_ask_dollars
KXMLBGAME-26AUG252140CHCAZ-CHC,KXMLBGAME-26AUG252140CHCAZ,no,1991334.75,0.0000,2026-08-26T04:19:36Z,1.0000
KXMLBGAME-26AUG252140CHCAZ-AZ,KXMLBGAME-26AUG252140CHCAZ,yes,1682669.46,0.0000,2026-08-26T04:19:36Z,1.0000
KXMLBGAME-26AUG252145CINSF-SF,KXMLBGAME-26AUG252145CINSF,yes,703950.08,0.0000,2026-08-26T04:09:36Z,1.0000
KXMLBGAME-26AUG252145CINSF-CIN,KXMLBGAME-26AUG252145CINSF,no,1154376.37,0.0000,2026-08-26T04:09:36Z,1.0000
KXMLBGAME-26AUG252138CLELAA-LAA,KXMLBGAME-26AUG252138CLELAA,no,3988244.48,0.0000,2026-08-26T05:09:36Z,1.0000
KXMLBGAME-26AUG252138CLELAA-CLE,KXMLBGAME-26AUG252138CLELAA,yes,5923937.70,0.0000,2026-08-26T05:09:36Z,1.0000
KXMLBGAME-26AUG252140PITSD-SD,KXMLBGAME-26AUG252140PITSD,no,2010110.81,0.0000,2026-08-26T04:09:37Z,1.0000
KXMLBGAME-26AUG252140PITSD-PIT,KXMLBGAME-26AUG252140PITSD,yes,1698303.09,0.0000,2026-08-26T04:09:37Z,1.0000
KXMLBGAME-26AUG252140MINATH-MIN,KXMLBGAME-26AUG252140MINATH,no,1028906.86,0.0000,2026-08-26T04:14:30Z,1.0000
KXMLBGAME-26AUG252140MINATH-ATH,KXMLBGAME-26AUG252140MINATH,yes,494668.10,0.0000,2026-08-26T04:14:30Z,1.0000
KXMLBGAME-26AUG252140PHISEA-SEA,KXMLBGAME-26AUG252140PHISEA,yes,1213226.44,0.0000,2026-08-26T04:14:30Z,1.0000
KXMLBGAME-26AUG252140PHISEA-PHI,KXMLBGAME-26AUG252140PHISEA,no,2276698.23,0.0000,2026-08-26T04:14:30Z,1.0000
KXMLBGAME-26AUG251945BALSTL-STL,KXMLBGAME-26AUG251945BALSTL,no,492498.47,0.0000,2026-08-26T02:44:40Z,1.0000
KXMLBGAME-26AUG251945BALSTL-BAL,KXMLBGAME-26AUG251945BALSTL,yes,636280.09,0.0000,2026-08-26T02:44:40Z,1.0000
KXMLBGAME-26AUG251940TEXCWS-TEX,KXMLBGAME-26AUG251940TEXCWS,no,2017411.20,0.0000,2026-08-26T03:04:40Z,1.0000
KXMLBGAME-26AUG251940TEXCWS-CWS,KXMLBGAME-26AUG251940TEXCWS,yes,1337004.07,0.0000,2026-08-26T03:04:40Z,1.0000
KXMLBGAME-26AUG251905HOUNYY-NYY,KXMLBGAME-26AUG251905HOUNYY,no,2304393.66,0.0000,2026-08-26T02:19:42Z,1.0000
KXMLBGAME-26AUG251905HOUNYY-HOU,KXMLBGAME-26AUG251905HOUNYY,yes,1747162.22,0.0000,2026-08-26T02:19:42Z,1.0000
KXMLBGAME-26AUG251915LADATL-LAD,KXMLBGAME-26AUG251915LADATL,no,3317831.04,0.0000,2026-08-26T02:04:35Z,1.0000
KXMLBGAME-26AUG251915LADATL-ATL,KXMLBGAME-26AUG251915LADATL,yes,1697684.73,0.0000,2026-08-26T02:04:35Z,1.0000
KXMLBGAME-26AUG251907KCTOR-TOR,KXMLBGAME-26AUG251907KCTOR,no,1126928.57,0.0000,2026-08-26T02:09:41Z,1.0000
KXMLBGAME-26AUG251907KCTOR-KC,KXMLBGAME-26AUG251907KCTOR,yes,1393869.94,0.0000,2026-08-26T02:09:41Z,1.0000
KXMLBGAME-26AUG251910MILNYM-NYM,KXMLBGAME-26AUG251910MILNYM,yes,1834219.87,0.0000,2026-08-26T02:19:45Z,1.0000
KXMLBGAME-26AUG251910MILNYM-MIL,KXMLBGAME-26AUG251910MILNYM,no,2957188.20,0.0000,2026-08-26T02:19:45Z,1.0000
KXMLBGAME-26AUG251845COLWSH-WSH,KXMLBGAME-26AUG251845COLWSH,no,1142992.50,0.0000,2026-08-26T01:44:34Z,1.0000
KXMLBGAME-26AUG251845COLWSH-COL,KXMLBGAME-26AUG251845COLWSH,yes,595309.12,0.0000,2026-08-26T01:44:34Z,1.0000
KXMLBGAME-26AUG251840BOSMIA-MIA,KXMLBGAME-26AUG251840BOSMIA,no,2478854.33,0.0000,2026-08-26T02:14:35Z,1.0000
KXMLBGAME-26AUG251840BOSMIA-BOS,KXMLBGAME-26AUG251840BOSMIA,yes,4817309.19,0.0000,2026-08-26T02:14:35Z,1.0000
KXMLBGAME-26AUG251840TBDET-TB,KXMLBGAME-26AUG251840TBDET,no,1624858.06,0.0000,2026-08-26T01:14:51Z,1.0000
KXMLBGAME-26AUG251840TBDET-DET,KXMLBGAME-26AUG251840TBDET,yes,962381.53,0.0000,2026-08-26T01:14:51Z,1.0000
KXMLBGAME-26AUG242145CINSF-SF,KXMLBGAME-26AUG242145CINSF,yes,812853.45,0.0000,2026-08-25T04:20:35Z,1.0000
KXMLBGAME-26AUG242145CINSF-CIN,KXMLBGAME-26AUG242145CINSF,no,1898297.99,0.0000,2026-08-25T04:20:35Z,1.0000
KXMLBGAME-26AUG242140PITSD-SD,KXMLBGAME-26AUG242140PITSD,no,7626959.86,0.0000,2026-08-25T05:59:44Z,1.0000
KXMLBGAME-26AUG242140PITSD-PIT,KXMLBGAME-26AUG242140PITSD,yes,5266899.57,0.0000,2026-08-25T05:59:44Z,1.0000
KXMLBGAME-26AUG242140CHCAZ-CHC,KXMLBGAME-26AUG242140CHCAZ,yes,1055698.99,0.0000,2026-08-25T04:24:28Z,1.0000
KXMLBGAME-26AUG242140CHCAZ-AZ,KXMLBGAME-26AUG242140CHCAZ,no,851502.31,0.0000,2026-08-25T04:24:28Z,1.0000
KXMLBGAME-26AUG242140PHISEA-SEA,KXMLBGAME-26AUG242140PHISEA,yes,1190766.46,0.0000,2026-08-25T04:29:53Z,1.0000
KXMLBGAME-26AUG242140PHISEA-PHI,KXMLBGAME-26AUG242140PHISEA,no,4505548.13,0.0000,2026-08-25T04:29:53Z,1.0000
KXMLBGAME-26AUG242138CLELAA-LAA,KXMLBGAME-26AUG242138CLELAA,no,1094139.71,0.0000,2026-08-25T04:20:34Z,1.0000
KXMLBGAME-26AUG242138CLELAA-CLE,KXMLBGAME-26AUG242138CLELAA,yes,1390228.67,0.0000,2026-08-25T04:20:34Z,1.0000
KXMLBGAME-26AUG242140MINATH-MIN,KXMLBGAME-26AUG242140MINATH,yes,1225123.89,0.0000,2026-08-25T04:39:34Z,1.0000
KXMLBGAME-26AUG242140MINATH-ATH,KXMLBGAME-26AUG242140MINATH,no,622905.98,0.0000,2026-08-25T04:39:34Z,1.0000
KXMLBGAME-26AUG241940TEXCWS-TEX,KXMLBGAME-26AUG241940TEXCWS,yes,1107796.45,0.0000,2026-08-25T02:54:35Z,1.0000
KXMLBGAME-26AUG241940TEXCWS-CWS,KXMLBGAME-26AUG241940TEXCWS,no,1697404.96,0.0000,2026-08-25T02:54:35Z,1.0000
KXMLBGAME-26AUG241845COLWSH-WSH,KXMLBGAME-26AUG241845COLWSH,yes,1068518.53,0.0000,2026-08-25T01:54:32Z,1.0000
KXMLBGAME-26AUG241845COLWSH-COL,KXMLBGAME-26AUG241845COLWSH,no,846549.05,0.0000,2026-08-25T01:54:32Z,1.0000
KXMLBGAME-26AUG241840BOSMIA-MIA,KXMLBGAME-26AUG241840BOSMIA,no,3398362.53,0.0000,2026-08-25T01:49:37Z,1.0000
KXMLBGAME-26AUG241840BOSMIA-BOS,KXMLBGAME-26AUG241840BOSMIA,yes,5023290.17,0.0000,2026-08-25T01:49:37Z,1.0000
KXMLBGAME-26AUG241840TBDET-TB,KXMLBGAME-26AUG241840TBDET,yes,2497240.48,0.0000,2026-08-25T01:24:32Z,1.0000
KXMLBGAME-26AUG241840TBDET-DET,KXMLBGAME-26AUG241840TBDET,no,1103804.21,0.0000,2026-08-25T01:24:32Z,1.0000
KXMLBGAME-26AUG231910ATLMIL-MIL,KXMLBGAME-26AUG231910ATLMIL,no,5622361.20,0.0000,2026-08-24T02:19:33Z,1.0000
KXMLBGAME-26AUG231910ATLMIL-ATL,KXMLBGAME-26AUG231910ATLMIL,yes,4256847.38,0.0000,2026-08-24T02:19:33Z,1.0000
KXMLBGAME-26AUG231615CINAZ-CIN,KXMLBGAME-26AUG231615CINAZ,no,1382799.69,0.0000,2026-08-23T23:09:39Z,1.0000
KXMLBGAME-26AUG231615CINAZ-AZ,KXMLBGAME-26AUG231615CINAZ,yes,1650394.48,0.0000,2026-08-23T23:09:39Z,1.0000
KXMLBGAME-26AUG231610PITLAD-PIT,KXMLBGAME-26AUG231610PITLAD,no,1178853.61,0.0000,2026-08-23T22:49:36Z,1.0000
KXMLBGAME-26AUG231610PITLAD-LAD,KXMLBGAME-26AUG231610PITLAD,yes,921141.97,0.0000,2026-08-23T22:49:36Z,1.0000
KXMLBGAME-26AUG231610CHCSEA-SEA,KXMLBGAME-26AUG231610CHCSEA,no,1072901.67,0.0000,2026-08-23T23:30:05Z,1.0000
KXMLBGAME-26AUG231610CHCSEA-CHC,KXMLBGAME-26AUG231610CHCSEA,yes,2479654.12,0.0000,2026-08-23T23:30:05Z,1.0000
KXMLBGAME-26AUG231610MINSD-SD,KXMLBGAME-26AUG231610MINSD,yes,1126138.67,0.0000,2026-08-23T22:59:44Z,1.0000
KXMLBGAME-26AUG231610MINSD-MIN,KXMLBGAME-26AUG231610MINSD,no,1086155.48,0.0000,2026-08-23T22:59:44Z,1.0000
KXMLBGAME-26AUG231510CLECOL-COL,KXMLBGAME-26AUG231510CLECOL,no,558575.83,0.0000,2026-08-23T22:29:39Z,1.0000
KXMLBGAME-26AUG231510CLECOL-CLE,KXMLBGAME-26AUG231510CLECOL,yes,575274.31,0.0000,2026-08-23T22:29:39Z,1.0000
KXMLBGAME-26AUG231515SFBOS-SF,KXMLBGAME-26AUG231515SFBOS,no,1429362.09,0.0000,2026-08-23T21:54:26Z,1.0000
KXMLBGAME-26AUG231515SFBOS-BOS,KXMLBGAME-26AUG231515SFBOS,yes,1704173.22,0.0000,2026-08-23T21:54:26Z,1.0000
KXMLBGAME-26AUG231435LAATEX-TEX,KXMLBGAME-26AUG231435LAATEX,yes,1025978.28,0.0000,2026-08-23T21:24:28Z,1.0000
KXMLBGAME-26AUG231435LAATEX-LAA,KXMLBGAME-26AUG231435LAATEX,no,870816.77,0.0000,2026-08-23T21:24:28Z,1.0000
KXMLBGAME-26AUG231410ATHHOU-HOU,KXMLBGAME-26AUG231410ATHHOU,no,1371005.82,0.0000,2026-08-23T21:29:41Z,1.0000
KXMLBGAME-26AUG231410ATHHOU-ATH,KXMLBGAME-26AUG231410ATHHOU,yes,1508596.10,0.0000,2026-08-23T21:29:41Z,1.0000
KXMLBGAME-26AUG231410NYMCWS-NYM,KXMLBGAME-26AUG231410NYMCWS,no,1347026.85,0.0000,2026-08-23T20:49:41Z,1.0000
KXMLBGAME-26AUG231410NYMCWS-CWS,KXMLBGAME-26AUG231410NYMCWS,yes,851861.08,0.0000,2026-08-23T20:49:41Z,1.0000
KXMLBGAME-26AUG231410DETKC-KC,KXMLBGAME-26AUG231410DETKC,yes,475659.43,0.0000,2026-08-23T21:09:41Z,1.0000
KXMLBGAME-26AUG231410DETKC-DET,KXMLBGAME-26AUG231410DETKC,no,1311086.38,0.0000,2026-08-23T21:09:41Z,1.0000
KXMLBGAME-26AUG231335TORNYY-TOR,KXMLBGAME-26AUG231335TORNYY,no,1382182.00,0.0000,2026-08-23T20:34:41Z,1.0000
KXMLBGAME-26AUG231335TORNYY-NYY,KXMLBGAME-26AUG231335TORNYY,yes,2003858.67,0.0000,2026-08-23T20:34:41Z,1.0000
KXMLBGAME-26AUG231335STLPHI-STL,KXMLBGAME-26AUG231335STLPHI,no,1480679.21,0.0000,2026-08-23T20:19:40Z,1.0000
KXMLBGAME-26AUG231335STLPHI-PHI,KXMLBGAME-26AUG231335STLPHI,yes,2014688.84,0.0000,2026-08-23T20:19:40Z,1.0000
KXMLBGAME-26AUG231340WSHMIA-WSH,KXMLBGAME-26AUG231340WSHMIA,no,631888.15,0.0000,2026-08-23T20:34:41Z,1.0000
KXMLBGAME-26AUG231340WSHMIA-MIA,KXMLBGAME-26AUG231340WSHMIA,yes,978236.90,0.0000,2026-08-23T20:34:41Z,1.0000
KXMLBGAME-26AUG231335TBBAL-TB,KXMLBGAME-26AUG231335TBBAL,yes,2126218.74,0.0000,2026-08-23T20:24:40Z,1.0000
KXMLBGAME-26AUG231335TBBAL-BAL,KXMLBGAME-26AUG231335TBBAL,no,1126254.10,0.0000,2026-08-23T20:24:40Z,1.0000
KXMLBGAME-26AUG222040MINSD-SD,KXMLBGAME-26AUG222040MINSD,yes,2929737.71,0.0000,2026-08-23T03:44:25Z,1.0000
KXMLBGAME-26AUG222040MINSD-MIN,KXMLBGAME-26AUG222040MINSD,no,1981039.22,0.0000,2026-08-23T03:44:25Z,1.0000
KXMLBGAME-26AUG222010CINAZ-CIN,KXMLBGAME-26AUG222010CINAZ,yes,503224.33,0.0000,2026-08-23T03:14:28Z,1.0000
KXMLBGAME-26AUG222010CINAZ-AZ,KXMLBGAME-26AUG222010CINAZ,no,1219222.38,0.0000,2026-08-23T03:14:28Z,1.0000
KXMLBGAME-26AUG222010CLECOL-COL,KXMLBGAME-26AUG222010CLECOL,no,686771.27,0.0000,2026-08-23T02:44:30Z,1.0000
KXMLBGAME-26AUG222010CLECOL-CLE,KXMLBGAME-26AUG222010CLECOL,yes,906968.18,0.0000,2026-08-23T02:44:30Z,1.0000
KXMLBGAME-26AUG221910NYMCWS-NYM,KXMLBGAME-26AUG221910NYMCWS,yes,1476325.40,0.0000,2026-08-23T02:39:35Z,1.0000
KXMLBGAME-26AUG221910NYMCWS-CWS,KXMLBGAME-26AUG221910NYMCWS,no,1625843.97,0.0000,2026-08-23T02:39:35Z,1.0000
KXMLBGAME-26AUG221915PITLAD-PIT,KXMLBGAME-26AUG221915PITLAD,no,1516572.11,0.0000,2026-08-23T02:04:34Z,1.0000
KXMLBGAME-26AUG221915PITLAD-LAD,KXMLBGAME-26AUG221915PITLAD,yes,2214403.99,0.0000,2026-08-23T02:04:34Z,1.0000
KXMLBGAME-26AUG221905LAATEX-TEX,KXMLBGAME-26AUG221905LAATEX,no,700762.71,0.0000,2026-08-23T01:34:40Z,1.0000
KXMLBGAME-26AUG221905LAATEX-LAA,KXMLBGAME-26AUG221905LAATEX,yes,651634.11,0.0000,2026-08-23T01:34:40Z,1.0000
KXMLBGAME-26AUG221905TBBAL-TB,KXMLBGAME-26AUG221905TBBAL,no,1783490.31,0.0000,2026-08-23T01:49:39Z,1.0000
KXMLBGAME-26AUG221905TBBAL-BAL,KXMLBGAME-26AUG221905TBBAL,yes,1127790.60,0.0000,2026-08-23T01:49:39Z,1.0000
KXMLBGAME-26AUG221915DETKC-KC,KXMLBGAME-26AUG221915DETKC,yes,364262.57,0.0000,2026-08-23T01:24:32Z,1.0000
KXMLBGAME-26AUG221915DETKC-DET,KXMLBGAME-26AUG221915DETKC,no,371236.25,0.0000,2026-08-23T01:24:32Z,1.0000
KXMLBGAME-26AUG221910ATHHOU-HOU,KXMLBGAME-26AUG221910ATHHOU,no,782925.04,0.0000,2026-08-23T02:04:32Z,1.0000
KXMLBGAME-26AUG221910ATHHOU-ATH,KXMLBGAME-26AUG221910ATHHOU,yes,896744.93,0.0000,2026-08-23T02:04:32Z,1.0000
KXMLBGAME-26AUG221915CHCSEA-SEA,KXMLBGAME-26AUG221915CHCSEA,yes,599228.82,0.0000,2026-08-23T02:00:29Z,1.0000
KXMLBGAME-26AUG221915CHCSEA-CHC,KXMLBGAME-26AUG221915CHCSEA,no,1447055.34,0.0000,2026-08-23T02:00:29Z,1.0000
KXMLBGAME-26AUG221915SFBOS-SF,KXMLBGAME-26AUG221915SFBOS,no,1157695.02,0.0000,2026-08-23T02:34:28Z,1.0000
KXMLBGAME-26AUG221915SFBOS-BOS,KXMLBGAME-26AUG221915SFBOS,yes,1925367.97,0.0000,2026-08-23T02:34:28Z,1.0000
KXMLBGAME-26AUG221805STLPHI-STL,KXMLBGAME-26AUG221805STLPHI,no,1507129.80,0.0000,2026-08-23T00:39:43Z,1.0000
KXMLBGAME-26AUG221805STLPHI-PHI,KXMLBGAME-26AUG221805STLPHI,yes,1166253.36,0.0000,2026-08-23T00:39:43Z,1.0000
KXMLBGAME-26AUG221610WSHMIA-WSH,KXMLBGAME-26AUG221610WSHMIA,no,1414961.89,0.0000,2026-08-22T22:59:50Z,1.0000
KXMLBGAME-26AUG221610WSHMIA-MIA,KXMLBGAME-26AUG221610WSHMIA,yes,903997.96,0.0000,2026-08-22T22:59:50Z,1.0000
KXMLBGAME-26AUG221410ATLMIL-MIL,KXMLBGAME-26AUG221410ATLMIL,yes,1606580.64,0.0000,2026-08-22T20:54:34Z,1.0000
KXMLBGAME-26AUG221410ATLMIL-ATL,KXMLBGAME-26AUG221410ATLMIL,no,1474117.84,0.0000,2026-08-22T20:54:34Z,1.0000
KXMLBGAME-26AUG221335TORNYY-TOR,KXMLBGAME-26AUG221335TORNYY,yes,2456048.16,0.0000,2026-08-22T21:00:07Z,1.0000
KXMLBGAME-26AUG221335TORNYY-NYY,KXMLBGAME-26AUG221335TORNYY,no,3808294.74,0.0000,2026-08-22T21:00:07Z,1.0000
KXMLBGAME-26AUG212210PITLAD-PIT,KXMLBGAME-26AUG212210PITLAD,no,4324975.91,0.0000,2026-08-22T05:39:36Z,1.0000
KXMLBGAME-26AUG212210PITLAD-LAD,KXMLBGAME-26AUG212210PITLAD,yes,5641399.82,0.0000,2026-08-22T05:39:36Z,1.0000
KXMLBGAME-26AUG212210CHCSEA-SEA,KXMLBGAME-26AUG212210CHCSEA,yes,2251076.44,0.0000,2026-08-22T05:09:31Z,1.0000
KXMLBGAME-26AUG212210CHCSEA-CHC,KXMLBGAME-26AUG212210CHCSEA,no,4717190.18,0.0000,2026-08-22T05:09:31Z,1.0000
KXMLBGAME-26AUG212140CINAZ-CIN,KXMLBGAME-26AUG212140CINAZ,no,539933.18,0.0000,2026-08-22T04:34:27Z,1.0000
KXMLBGAME-26AUG212140CINAZ-AZ,KXMLBGAME-26AUG212140CINAZ,yes,943165.22,0.0000,2026-08-22T04:34:27Z,1.0000
KXMLBGAME-26AUG212140MINSD-SD,KXMLBGAME-26AUG212140MINSD,yes,1087502.42,0.0000,2026-08-22T03:54:27Z,1.0000
KXMLBGAME-26AUG212140MINSD-MIN,KXMLBGAME-26AUG212140MINSD,no,975117.24,0.0000,2026-08-22T03:54:27Z,1.0000
KXMLBGAME-26AUG212040CLECOL-COL,KXMLBGAME-26AUG212040CLECOL,no,359814.03,0.0000,2026-08-22T03:39:34Z,1.0000
KXMLBGAME-26AUG212040CLECOL-CLE,KXMLBGAME-26AUG212040CLECOL,yes,1028210.27,0.0000,2026-08-22T03:39:34Z,1.0000
KXMLBGAME-26AUG212015LAATEX-TEX,KXMLBGAME-26AUG212015LAATEX,yes,2918321.71,0.0000,2026-08-22T03:29:39Z,1.0000
KXMLBGAME-26AUG212015LAATEX-LAA,KXMLBGAME-26AUG212015LAATEX,no,1901650.06,0.0000,2026-08-22T03:29:39Z,1.0000
KXMLBGAME-26AUG212010ATHHOU-HOU,KXMLBGAME-26AUG212010ATHHOU,yes,651380.08,0.0000,2026-08-22T03:09:35Z,1.0000
KXMLBGAME-26AUG212010ATHHOU-ATH,KXMLBGAME-26AUG212010ATHHOU,no,528308.04,0.0000,2026-08-22T03:09:35Z,1.0000
KXMLBGAME-26AUG212010DETKC-KC,KXMLBGAME-26AUG212010DETKC,yes,1174487.11,0.0000,2026-08-22T02:49:52Z,1.0000
KXMLBGAME-26AUG212010DETKC-DET,KXMLBGAME-26AUG212010DETKC,no,1295596.99,0.0000,2026-08-22T02:49:52Z,1.0000
KXMLBGAME-26AUG211940NYMCWS-NYM,KXMLBGAME-26AUG211940NYMCWS,no,1260141.71,0.0000,2026-08-22T02:29:49Z,1.0000
KXMLBGAME-26AUG211940NYMCWS-CWS,KXMLBGAME-26AUG211940NYMCWS,yes,2015144.94,0.0000,2026-08-22T02:29:49Z,1.0000
KXMLBGAME-26AUG211910WSHMIA-WSH,KXMLBGAME-26AUG211910WSHMIA,no,905980.79,0.0000,2026-08-22T02:14:37Z,1.0000
KXMLBGAME-26AUG211910WSHMIA-MIA,KXMLBGAME-26AUG211910WSHMIA,yes,1047045.94,0.0000,2026-08-22T02:14:37Z,1.0000
KXMLBGAME-26AUG211910SFBOS-SF,KXMLBGAME-26AUG211910SFBOS,no,850349.35,0.0000,2026-08-22T02:04:38Z,1.0000
KXMLBGAME-26AUG211910SFBOS-BOS,KXMLBGAME-26AUG211910SFBOS,yes,1524437.69,0.0000,2026-08-22T02:04:38Z,1.0000
KXMLBGAME-26AUG211915TBBAL-TB,KXMLBGAME-26AUG211915TBBAL,no,1478537.81,0.0000,2026-08-22T01:34:35Z,1.0000
KXMLBGAME-26AUG211915TBBAL-BAL,KXMLBGAME-26AUG211915TBBAL,yes,936555.25,0.0000,2026-08-22T01:34:35Z,1.0000
KXMLBGAME-26AUG211905TORNYY-TOR,KXMLBGAME-26AUG211905TORNYY,no,1007526.50,0.0000,2026-08-22T02:09:41Z,1.0000
KXMLBGAME-26AUG211905TORNYY-NYY,KXMLBGAME-26AUG211905TORNYY,yes,1022843.06,0.0000,2026-08-22T02:09:41Z,1.0000
KXMLBGAME-26AUG211840STLPHI-STL,KXMLBGAME-26AUG211840STLPHI,no,3642738.54,0.0000,2026-08-22T01:54:31Z,1.0000
KXMLBGAME-26AUG211840STLPHI-PHI,KXMLBGAME-26AUG211840STLPHI,yes,2248928.01,0.0000,2026-08-22T01:54:31Z,1.0000
KXMLBGAME-26AUG211610ATLMIL-MIL,KXMLBGAME-26AUG211610ATLMIL,yes,3348123.41,0.0000,2026-08-21T22:35:35Z,1.0000
KXMLBGAME-26AUG211610ATLMIL-ATL,KXMLBGAME-26AUG211610ATLMIL,no,3583448.06,0.0000,2026-08-21T22:35:35Z,1.0000
KXMLBGAME-26AUG202005WSHTEX-WSH,KXMLBGAME-26AUG202005WSHTEX,no,3200667.27,0.0000,2026-08-21T02:34:46Z,1.0000
KXMLBGAME-26AUG202005WSHTEX-TEX,KXMLBGAME-26AUG202005WSHTEX,yes,1408240.76,0.0000,2026-08-21T02:34:46Z,1.0000
KXMLBGAME-26AUG202010LAAHOU-LAA,KXMLBGAME-26AUG202010LAAHOU,yes,969275.29,0.0000,2026-08-21T03:14:39Z,1.0000
KXMLBGAME-26AUG202010LAAHOU-HOU,KXMLBGAME-26AUG202010LAAHOU,no,2277923.75,0.0000,2026-08-21T03:14:39Z,1.0000
KXMLBGAME-26AUG201835NYYBAL-NYY,KXMLBGAME-26AUG201835NYYBAL,yes,4518065.90,0.0000,2026-08-21T01:49:42Z,1.0000
KXMLBGAME-26AUG201835NYYBAL-BAL,KXMLBGAME-26AUG201835NYYBAL,no,2456922.15,0.0000,2026-08-21T01:49:42Z,1.0000
KXMLBGAME-26AUG201410ATHKC-KC,KXMLBGAME-26AUG201410ATHKC,yes,831063.91,0.0000,2026-08-20T21:14:39Z,1.0000
KXMLBGAME-26AUG201410ATHKC-ATH,KXMLBGAME-26AUG201410ATHKC,no,873162.26,0.0000,2026-08-20T21:14:39Z,1.0000
KXMLBGAME-26AUG201410SEAMIL-SEA,KXMLBGAME-26AUG201410SEAMIL,no,1573296.28,0.0000,2026-08-20T21:19:36Z,1.0000
KXMLBGAME-26AUG201410SEAMIL-MIL,KXMLBGAME-26AUG201410SEAMIL,yes,1219365.44,0.0000,2026-08-20T21:19:36Z,1.0000
KXMLBGAME-26AUG201410ATLCWS-CWS,KXMLBGAME-26AUG201410ATLCWS,no,1909921.89,0.0000,2026-08-20T20:39:38Z,1.0000
KXMLBGAME-26AUG201410ATLCWS-ATL,KXMLBGAME-26AUG201410ATLCWS,yes,2160180.86,0.0000,2026-08-20T20:39:38Z,1.0000
KXMLBGAME-26AUG201310TORTB-TOR,KXMLBGAME-26AUG201310TORTB,yes,1030765.61,0.0000,2026-08-20T19:59:45Z,1.0000
KXMLBGAME-26AUG201310TORTB-TB,KXMLBGAME-26AUG201310TORTB,no,1293831.29,0.0000,2026-08-20T19:59:45Z,1.0000
KXMLBGAME-26AUG201310SFCLE-SF,KXMLBGAME-26AUG201310SFCLE,no,1291987.13,0.0000,2026-08-20T19:54:32Z,1.0000
KXMLBGAME-26AUG201310SFCLE-CLE,KXMLBGAME-26AUG201310SFCLE,yes,611066.29,0.0000,2026-08-20T19:54:32Z,1.0000
KXMLBGAME-26AUG201240STLCIN-STL,KXMLBGAME-26AUG201240STLCIN,yes,4656545.16,0.0000,2026-08-20T19:49:39Z,1.0000
KXMLBGAME-26AUG201240STLCIN-CIN,KXMLBGAME-26AUG201240STLCIN,no,3043195.63,0.0000,2026-08-20T19:49:39Z,1.0000
KXMLBGAME-26AUG192040LADCOL-LAD,KXMLBGAME-26AUG192040LADCOL,yes,5691159.44,0.0000,2026-08-20T04:09:32Z,1.0000
KXMLBGAME-26AUG192040LADCOL-COL,KXMLBGAME-26AUG192040LADCOL,no,3562813.50,0.0000,2026-08-20T04:09:32Z,1.0000
KXMLBGAME-26AUG192010LAAHOU-LAA,KXMLBGAME-26AUG192010LAAHOU,no,1481868.67,0.0000,2026-08-20T03:14:27Z,1.0000
KXMLBGAME-26AUG192010LAAHOU-HOU,KXMLBGAME-26AUG192010LAAHOU,yes,1223787.68,0.0000,2026-08-20T03:14:27Z,1.0000
KXMLBGAME-26AUG192005WSHTEX-WSH,KXMLBGAME-26AUG192005WSHTEX,yes,997053.73,0.0000,2026-08-20T02:49:38Z,1.0000
KXMLBGAME-26AUG192005WSHTEX-TEX,KXMLBGAME-26AUG192005WSHTEX,no,1367540.30,0.0000,2026-08-20T02:49:38Z,1.0000
KXMLBGAME-26AUG191940ATHKC-KC,KXMLBGAME-26AUG191940ATHKC,yes,1684857.33,0.0000,2026-08-20T02:14:38Z,1.0000
KXMLBGAME-26AUG191940ATHKC-ATH,KXMLBGAME-26AUG191940ATHKC,no,1367289.97,0.0000,2026-08-20T02:14:38Z,1.0000
KXMLBGAME-26AUG191940SEAMIL-SEA,KXMLBGAME-26AUG191940SEAMIL,yes,1608081.66,0.0000,2026-08-20T02:49:38Z,1.0000
KXMLBGAME-26AUG191940SEAMIL-MIL,KXMLBGAME-26AUG191940SEAMIL,no,3431382.36,0.0000,2026-08-20T02:49:38Z,1.0000
KXMLBGAME-26AUG191840TORTB-TOR,KXMLBGAME-26AUG191840TORTB,no,2088845.52,0.0000,2026-08-20T01:30:14Z,1.0000
KXMLBGAME-26AUG191840TORTB-TB,KXMLBGAME-26AUG191840TORTB,yes,1430760.35,0.0000,2026-08-20T01:30:14Z,1.0000
KXMLBGAME-26AUG191840SFCLE-SF,KXMLBGAME-26AUG191840SFCLE,yes,743132.59,0.0000,2026-08-20T01:04:28Z,1.0000
KXMLBGAME-26AUG191840SFCLE-CLE,KXMLBGAME-26AUG191840SFCLE,no,946958.04,0.0000,2026-08-20T01:04:28Z,1.0000
KXMLBGAME-26AUG191840STLCIN-STL,KXMLBGAME-26AUG191840STLCIN,no,1044693.81,0.0000,2026-08-20T01:44:30Z,1.0000
KXMLBGAME-26AUG191840STLCIN-CIN,KXMLBGAME-26AUG191840STLCIN,yes,1232650.88,0.0000,2026-08-20T01:44:30Z,1.0000
KXMLBGAME-26AUG191835NYYBAL-NYY,KXMLBGAME-26AUG191835NYYBAL,yes,2825055.37,0.0000,2026-08-20T01:54:37Z,1.0000
