venue_id,season,asof_date,n_games,pf_raw,pf_shrunk,log_pf
4.0,2018,2018-01-01,243,0.9535421456168022,0.9712741511065723,-0.02914651160524093
16.0,2018,2018-01-01,161,0.9592325641621035,0.9788953145662336,-0.021330573153591634
2.0,2018,2018-01-01,240,1.0575213935019163,1.035397780616564,0.03478568197995147
2395.0,2018,2018-01-01,243,0.8921572930674148,0.9333186315913021,-0.06900862347747541
31.0,2018,2018-01-01,242,0.9463596639570435,0.9668853027489911,-0.0336754019918719
3312.0,2018,2018-01-01,243,1.0878503568338833,1.0543196862865996,0.05289571180299301
2889.0,2018,2018-01-01,243,0.9092342821225075,0.9438776858925427,-0.057758691260643834
3289.0,2018,2018-01-01,246,0.9095438517988523,0.9438075442992871,-0.057833006185787086
14.0,2018,2018-01-01,243,1.0264655042844957,1.0163641667713295,0.016231716796480736
3.0,2018,2018-01-01,243,1.1118504495599597,1.0691594382775322,0.06687276804743007
5010.0,2018,2018-01-01,1,0.7850799562895356,0.9985766884522486,-0.0014243254177818939
4705.0,2018,2018-01-01,81,1.062004103128878,1.0217416984997365,0.021508718643078965
2735.0,2018,2018-01-01,1,1.009388515229403,1.0000621755975456,6.217366472327251e-05
2535.0,2018,2018-01-01,0,,1.0,0.0
2701.0,2018,2018-01-01,0,,1.0,0.0
2397.0,2018,2018-01-01,0,,1.0,0.0
5365.0,2018,2018-01-01,0,,1.0,0.0
5381.0,2018,2018-01-01,0,,1.0,0.0
5325.0,2018,2018-01-01,0,,1.0,0.0
2756.0,2018,2018-01-01,0,,1.0,0.0
2536.0,2018,2018-01-01,0,,1.0,0.0
5340.0,2018,2018-01-01,0,,1.0,0.0
5150.0,2018,2018-01-01,0,,1.0,0.0
3949.0,2018,2018-01-01,0,,1.0,0.0
2523.0,2018,2018-01-01,0,,1.0,0.0
2529.0,2018,2018-01-01,0,,1.0,0.0
6130.0,2018,2018-01-01,0,,1.0,0.0
5355.0,2018,2018-01-01,0,,1.0,0.0
5445.0,2018,2018-01-01,0,,1.0,0.0
17.0,2019,2019-01-01,244,0.9851062531503862,0.9907764613418636,-0.009266338873742645
680.0,2019,2019-01-01,243,0.9455007041731524,0.9663019621223309,-0.034278903427004834
4169.0,2019,2019-01-01,239,0.883642156771942,0.9285102197133526,-0.07417389155813224
12.0,2019,2019-01-01,243,0.902750792584756,0.9398688106821774,-0.06201497656199027
2681.0,2019,2019-01-01,242,0.9640210302986865,0.9777884931945973,-0.022461896963087508
7.0,2019,2019-01-01,243,1.010989930436228,1.0067953004987364,0.006772316507637516
2392.0,2019,2019-01-01,240,0.9167980042250388,0.9487987718307931,-0.05255854518429347
32.0,2019,2019-01-01,246,0.9753002987456038,0.9846562461904509,-0.015462687359891288
2394.0,2019,2019-01-01,242,1.05444081428691,1.0336088700444699,0.0330564357087488
3309.0,2019,2019-01-01,243,1.0050777086208114,1.0031396518953108,0.0031347334803505595
2602.0,2019,2019-01-01,243,1.0928514632650723,1.0574119734692433,0.05582438825542712
22.0,2019,2019-01-01,244,0.8782165631533789,0.9245808157599604,-0.07841481633463784
15.0,2019,2019-01-01,243,1.08875838662363,1.0548811398207179,0.05342809690395634
10.0,2019,2019-01-01,243,0.9736974543697543,0.9837365939232833,-0.01639710686736104
3313.0,2019,2019-01-01,243,1.0341840314044006,1.0211366911737134,0.020916409921454403
2680.0,2019,2019-01-01,240,0.9490309827763963,0.9686344509393208,-0.031867981878315126
19.0,2019,2019-01-01,243,1.244750085291928,1.1513340222034059,0.14092128937994386
5.0,2019,2019-01-01,243,1.0264526644150096,1.0163562276153875,0.016223905435937536
13.0,2019,2019-01-01,243,1.188356584898724,1.1164647586015013,0.1101672276275039
1.0,2019,2019-01-01,243,0.9500485671080882,0.9691139995095813,-0.031373027458468275
4.0,2019,2019-01-01,243,0.9859766842940809,0.9913290948688592,-0.008708716158258278
16.0,2019,2019-01-01,80,1.0111945842683001,1.0038937684411477,0.0038862073458916374
2.0,2019,2019-01-01,243,1.0296361684694646,1.018324653786463,0.018158780632509804
2395.0,2019,2019-01-01,243,0.9013864337042751,0.9390251994660022,-0.06291296364195127
31.0,2019,2019-01-01,241,0.9455516553346641,0.9664397670988595,-0.034136302918433364
3312.0,2019,2019-01-01,241,1.1046721327357933,1.064516583092906,0.06252078352306378
2889.0,2019,2019-01-01,243,0.9559607889235047,0.9727696481130067,-0.027607968798709828
3289.0,2019,2019-01-01,246,0.8876984755049806,0.930236931753094,-0.07231595995610275
14.0,2019,2019-01-01,243,1.0169021522516444,1.0104509491021618,0.010396715468295901
3.0,2019,2019-01-01,243,1.0837557373952007,1.0517878986947424,0.05049147677771519
5010.0,2019,2019-01-01,1,0.7735914852325793,0.9985006058624674,-0.0015005193538249319
4705.0,2019,2019-01-01,162,1.0335018519641601,1.0173951923660063,0.01724562798353489
2735.0,2019,2019-01-01,2,1.049874158529929,1.0006562389280254,0.0006560236974166815
2535.0,2019,2019-01-01,2,0.5525653465946995,0.9941127019288777,-0.005904696530630402
2701.0,2019,2019-01-01,3,0.6630784159136394,0.9933936944296792,-0.006628223792612607
2397.0,2019,2019-01-01,0,,1.0,0.0
5365.0,2019,2019-01-01,0,,1.0,0.0
5381.0,2019,2019-01-01,0,,1.0,0.0
5325.0,2019,2019-01-01,0,,1.0,0.0
2756.0,2019,2019-01-01,0,,1.0,0.0
2536.0,2019,2019-01-01,0,,1.0,0.0
5340.0,2019,2019-01-01,0,,1.0,0.0
5150.0,2019,2019-01-01,0,,1.0,0.0
3949.0,2019,2019-01-01,0,,1.0,0.0
2523.0,2019,2019-01-01,0,,1.0,0.0
2529.0,2019,2019-01-01,0,,1.0,0.0
6130.0,2019,2019-01-01,0,,1.0,0.0
5355.0,2019,2019-01-01,0,,1.0,0.0
5445.0,2019,2019-01-01,0,,1.0,0.0
17.0,2020,2020-01-01,244,1.0051868524003984,1.0032121624002468,0.0032070144277406166
680.0,2020,2020-01-01,243,0.9614503760398351,0.9761639729711957,-0.024124701586881545
4169.0,2020,2020-01-01,240,0.9191625171766722,0.9502538567241059,-0.051026112479493596
